country,iso2,iso3,shift,r_squared
Netherlands,NL,NLD,-28,0.3711997699940726
Netherlands,NL,NLD,-27,0.37703122493442726
Netherlands,NL,NLD,-26,0.3917901742995982
Netherlands,NL,NLD,-25,0.38607059026254165
Netherlands,NL,NLD,-24,0.3963088762880736
Netherlands,NL,NLD,-23,0.4130600477298698
Netherlands,NL,NLD,-22,0.4202287491221442
Netherlands,NL,NLD,-21,0.4331831104878568
Netherlands,NL,NLD,-20,0.45752529893581684
Netherlands,NL,NLD,-19,0.4817155837706896
Netherlands,NL,NLD,-18,0.4840100952618342
Netherlands,NL,NLD,-17,0.49919568161636124
Netherlands,NL,NLD,-16,0.5192518285756778
Netherlands,NL,NLD,-15,0.5332589034019114
Netherlands,NL,NLD,-14,0.5412532803546647
Netherlands,NL,NLD,-13,0.540954909822167
Netherlands,NL,NLD,-12,0.5475019959348141
Netherlands,NL,NLD,-11,0.5687694772216347
Netherlands,NL,NLD,-10,0.5700817004232092
Netherlands,NL,NLD,-9,0.5983329176802682
Netherlands,NL,NLD,-8,0.6283991703481104
Netherlands,NL,NLD,-7,0.672347577881241
Netherlands,NL,NLD,-6,0.6878515444476909
Netherlands,NL,NLD,-5,0.7065212382182221
Netherlands,NL,NLD,-4,0.7182122626968745
Netherlands,NL,NLD,-3,0.7291163803551978
Netherlands,NL,NLD,-2,0.7481700921776102
Netherlands,NL,NLD,-1,0.7535114549787717
Netherlands,NL,NLD,0,0.7485220632105605
Netherlands,NL,NLD,1,0.7511494168739057
Netherlands,NL,NLD,2,0.7416763723931198
Netherlands,NL,NLD,3,0.731726331343023
Netherlands,NL,NLD,4,0.7261327113620494
Netherlands,NL,NLD,5,0.6715198754091625
Netherlands,NL,NLD,6,0.6707928444730742
Netherlands,NL,NLD,7,0.6710078433985831
Netherlands,NL,NLD,8,0.6653127732324103
Netherlands,NL,NLD,9,0.6512265624787751
Netherlands,NL,NLD,10,0.6508376671291098
Netherlands,NL,NLD,11,0.6418093477946578
Netherlands,NL,NLD,12,0.6440492030805777
Netherlands,NL,NLD,13,0.6432237872683665
Netherlands,NL,NLD,14,0.6305391838657103
Netherlands,NL,NLD,15,0.6246515874321741
Netherlands,NL,NLD,16,0.6353825572387829
Netherlands,NL,NLD,17,0.6233714234097983
Netherlands,NL,NLD,18,0.6133958341594524
Netherlands,NL,NLD,19,0.5880795609641558
Netherlands,NL,NLD,20,0.5849142583030754
Netherlands,NL,NLD,21,0.5851471382594811
Netherlands,NL,NLD,22,0.5570113033000142
Netherlands,NL,NLD,23,0.5603742692725624
Netherlands,NL,NLD,24,0.5519244099091782
Netherlands,NL,NLD,25,0.5448258116183783
Netherlands,NL,NLD,26,0.541467345677408
Netherlands,NL,NLD,27,0.5227350015001041
Netherlands,NL,NLD,28,0.5194934433662959
