country,iso2,iso3,project,wikidata_id,page_id,page_title,date,roll_pct_pageviews,roll_cases,roll_n_articles,roll_n_studies
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-16,NA,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-16,NA,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-16,NA,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-16,2.9932277888104987e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-16,2.789770037656565e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-16,NA,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-16,NA,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q740335,2591633,Orthopoxvirus,2022-05-16,1.744938966228501e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-16,4.914970652329973e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-16,1.7627082021371415e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-16,1.7875851324092383e-7,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-16,2.6378684552604146e-6,2.4285714285714284,8.285714285714286,0.14285714285714288
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-17,2.0541236710388464e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-17,2.997670097787659e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-17,2.8501854397459426e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-17,NA,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q740335,2591633,Orthopoxvirus,2022-05-17,2.5196776518452284e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-17,5.06245531037169e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-17,4.605785947519628e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-17,1.7627082021371415e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-17,1.7875851324092383e-7,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-17,4.650919806727575e-6,2.4285714285714284,16,0.42857142857142855
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-18,2.0541236710388464e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-18,3.0127739483100034e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-18,3.0412047257638286e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-18,NA,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q740335,2591633,Orthopoxvirus,2022-05-18,2.5196776518452284e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-18,5.490693895769927e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-18,4.605785947519628e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-18,1.7579697392281707e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-18,1.7875851324092383e-7,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-18,6.113530998990505e-6,2.5714285714285716,18.571428571428573,0.7142857142857142
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-19,2.800431579201749e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-19,2.9532470080160575e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-19,3.0412047257638286e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-19,NA,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-19,5.490693895769927e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-19,4.074485793851276e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-19,1.7579697392281707e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-19,1.7875851324092383e-7,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-19,7.90979767237225e-6,2.4285714285714284,22.571428571428573,1.2857142857142858
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-20,2.961539318106757e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-20,1.7591543549554134e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-20,2.997077789924038e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-20,3.157948605683597e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-20,NA,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-20,5.490693895769927e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-20,4.09403195335078e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-20,1.7579697392281707e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-20,1.7307235775015888e-7,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-20,8.905534883447013e-6,1.8571428571428572,30.57142857142857,2.714285714285714
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-21,2.961539318106757e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-21,1.7591543549554134e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-21,3.0288931837414133e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-21,3.2357778589634424e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-21,5.490693895769927e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-21,NA,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-21,1.7458274280239332e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-21,1.7307235775015888e-7,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-21,9.447851963378722e-6,1.8571428571428572,35.857142857142854,3.5714285714285716
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-22,2.961539318106757e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-22,1.7591543549554134e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-22,3.0035085610147835e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-22,3.3204778834612957e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-22,NA,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-22,1.7458274280239332e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q101971,34049,Wart,2022-05-22,1.7307235775015888e-7,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q382370,242702,Mpox,2022-05-22,9.234418055493223e-6,1.8571428571428572,36.142857142857146,5.142857142857143
United States,US,USA,en.wikipedia,Q199615,37636,Encephalitis,2022-05-23,3.415247141640712e-7,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q38933,46253,Fever,2022-05-23,1.7591543549554134e-7,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q7476596,5069414,Genital herpes,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q208726,188665,Genital wart,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q86,69893,Headache,2022-05-23,2.306446820941542e-7,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q6473911,21323216,Herpes simplex,2022-05-23,3.0791547367401393e-7,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q655331,4774419,Herpes simplex virus,2022-05-23,3.4217625281405464e-7,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q827023,324927,Lesion,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q474959,149467,Myalgia,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q182155,443800,Shingles,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q12214,16829895,Smallpox,2022-05-23,NA,1.7142857142857144,35.142857142857146,6.857142857142857
United States,US,USA,en.wikipedia,Q1292082,310094,Sore throat,2022-05-23,1.7182851123655404e-7,1.7142857142857144,35.142857142857146,6.857142857142857
