country,iso3,date,cases
Belgium,BEL,2022-05-25,4
Belgium,BEL,2022-06-01,6
Belgium,BEL,2022-06-08,7
Belgium,BEL,2022-06-15,17
Belgium,BEL,2022-06-22,43
Belgium,BEL,2022-06-29,40
Belgium,BEL,2022-07-06,51
Belgium,BEL,2022-07-13,57
Belgium,BEL,2022-07-20,87
Belgium,BEL,2022-07-27,81
Belgium,BEL,2022-08-03,89
Belgium,BEL,2022-08-10,64
Belgium,BEL,2022-08-17,0
Belgium,BEL,2022-08-24,125
Belgium,BEL,2022-08-31,35
Belgium,BEL,2022-09-07,20
Belgium,BEL,2022-09-14,18
Belgium,BEL,2022-09-21,13
Belgium,BEL,2022-09-28,13
Belgium,BEL,2022-10-05,5
Belgium,BEL,2022-10-12,3
Belgium,BEL,2022-10-19,1
Belgium,BEL,2022-10-26,6
Belgium,BEL,2022-11-02,0
Belgium,BEL,2022-11-09,0
Belgium,BEL,2022-11-16,1
Belgium,BEL,2022-11-23,3
Belgium,BEL,2022-11-30,0
Belgium,BEL,2022-12-07,1
Belgium,BEL,2022-12-14,0
Belgium,BEL,2022-12-21,0
Belgium,BEL,2022-12-28,0
Belgium,BEL,2023-01-04,0
Belgium,BEL,2023-01-11,0
Belgium,BEL,2023-01-18,0
Belgium,BEL,2023-01-25,0
Belgium,BEL,2023-02-01,3
Belgium,BEL,2023-02-08,0
Belgium,BEL,2023-02-15,0
Belgium,BEL,2023-02-22,0
Belgium,BEL,2023-03-01,0
Belgium,BEL,2023-03-08,0
Belgium,BEL,2023-03-15,0
Belgium,BEL,2023-03-22,0
Belgium,BEL,2023-03-29,0
Belgium,BEL,2023-04-05,0
Belgium,BEL,2023-04-12,0
Belgium,BEL,2023-04-19,0
Belgium,BEL,2023-04-26,0
Belgium,BEL,2023-05-03,0
Belgium,BEL,2023-05-10,0
Belgium,BEL,2023-05-17,0
Belgium,BEL,2023-05-24,0
Belgium,BEL,2023-05-31,0
Belgium,BEL,2023-06-07,0
Belgium,BEL,2023-06-14,2
Belgium,BEL,2023-06-21,0
Belgium,BEL,2023-06-28,0
Belgium,BEL,2023-07-05,0
Belgium,BEL,2023-07-12,0
Belgium,BEL,2023-07-19,0
Belgium,BEL,2023-07-26,0
Belgium,BEL,2023-08-02,0
Belgium,BEL,2023-08-09,0
Belgium,BEL,2023-08-16,0
Belgium,BEL,2023-08-23,0
Belgium,BEL,2023-08-30,0
Belgium,BEL,2023-09-06,0
Belgium,BEL,2023-09-13,0
Belgium,BEL,2023-09-20,0
Belgium,BEL,2023-09-27,0
Belgium,BEL,2023-10-04,0
Belgium,BEL,2023-10-11,0
Belgium,BEL,2023-10-18,0
Belgium,BEL,2023-10-25,0
Belgium,BEL,2023-11-01,0
Belgium,BEL,2023-11-08,0
Belgium,BEL,2023-11-15,0
Belgium,BEL,2023-11-22,0
Belgium,BEL,2023-11-29,0
Belgium,BEL,2023-12-06,2
Belgium,BEL,2023-12-13,0
Belgium,BEL,2023-12-20,0
Belgium,BEL,2023-12-27,0
Belgium,BEL,2024-01-03,3
Belgium,BEL,2024-01-10,0
Belgium,BEL,2024-01-17,0
Belgium,BEL,2024-01-24,0
Belgium,BEL,2024-01-31,0
Belgium,BEL,2024-02-07,3
Belgium,BEL,2024-02-14,0
Belgium,BEL,2024-02-21,0
Belgium,BEL,2024-02-28,0
Belgium,BEL,2024-03-06,2
Brazil,BRA,2022-06-08,1
Brazil,BRA,2022-06-15,6
Brazil,BRA,2022-06-22,12
Brazil,BRA,2022-06-29,44
Brazil,BRA,2022-07-06,142
Brazil,BRA,2022-07-13,179
Brazil,BRA,2022-07-20,208
Brazil,BRA,2022-07-27,386
Brazil,BRA,2022-08-03,743
Brazil,BRA,2022-08-10,863
Brazil,BRA,2022-08-17,866
Brazil,BRA,2022-08-24,1022
Brazil,BRA,2022-08-31,725
Brazil,BRA,2022-09-07,774
Brazil,BRA,2022-09-14,836
Brazil,BRA,2022-09-21,611
Brazil,BRA,2022-09-28,451
Brazil,BRA,2022-10-05,471
Brazil,BRA,2022-10-12,312
Brazil,BRA,2022-10-19,326
Brazil,BRA,2022-10-26,205
Brazil,BRA,2022-11-02,129
Brazil,BRA,2022-11-09,294
Brazil,BRA,2022-11-16,238
Brazil,BRA,2022-11-23,154
Brazil,BRA,2022-11-30,102
Brazil,BRA,2022-12-07,135
Brazil,BRA,2022-12-14,58
Brazil,BRA,2022-12-21,155
Brazil,BRA,2022-12-28,63
Brazil,BRA,2023-01-04,78
Brazil,BRA,2023-01-11,36
Brazil,BRA,2023-01-18,65
Brazil,BRA,2023-01-25,40
Brazil,BRA,2023-02-01,28
Brazil,BRA,2023-02-08,50
Brazil,BRA,2023-02-15,0
Brazil,BRA,2023-02-22,17
Brazil,BRA,2023-03-01,37
Brazil,BRA,2023-03-08,16
Brazil,BRA,2023-03-15,0
Brazil,BRA,2023-03-22,12
Brazil,BRA,2023-03-29,0
Brazil,BRA,2023-04-05,7
Brazil,BRA,2023-04-12,0
Brazil,BRA,2023-04-19,7
Brazil,BRA,2023-04-26,11
Brazil,BRA,2023-05-03,5
Brazil,BRA,2023-05-10,9
Brazil,BRA,2023-05-17,12
Brazil,BRA,2023-05-24,0
Brazil,BRA,2023-05-31,7
Brazil,BRA,2023-06-07,1
Brazil,BRA,2023-06-14,1
Brazil,BRA,2023-06-21,0
Brazil,BRA,2023-06-28,11
Brazil,BRA,2023-07-05,0
Brazil,BRA,2023-07-12,0
Brazil,BRA,2023-07-19,6
Brazil,BRA,2023-07-26,0
Brazil,BRA,2023-08-02,0
Brazil,BRA,2023-08-09,0
Brazil,BRA,2023-08-16,0
Brazil,BRA,2023-08-23,0
Brazil,BRA,2023-08-30,0
Brazil,BRA,2023-09-06,0
Brazil,BRA,2023-09-13,0
Brazil,BRA,2023-09-20,0
Brazil,BRA,2023-09-27,0
Brazil,BRA,2023-10-04,0
Brazil,BRA,2023-10-11,0
Brazil,BRA,2023-10-18,0
Brazil,BRA,2023-10-25,0
Brazil,BRA,2023-11-01,0
Brazil,BRA,2023-11-08,0
Brazil,BRA,2023-11-15,0
Brazil,BRA,2023-11-22,0
Brazil,BRA,2023-11-29,0
Brazil,BRA,2023-12-06,0
Brazil,BRA,2023-12-13,0
Brazil,BRA,2023-12-20,0
Brazil,BRA,2023-12-27,0
Brazil,BRA,2024-01-03,0
Brazil,BRA,2024-01-10,0
Brazil,BRA,2024-01-17,0
Brazil,BRA,2024-01-24,0
Brazil,BRA,2024-01-31,0
Brazil,BRA,2024-02-07,0
Brazil,BRA,2024-02-14,0
Brazil,BRA,2024-02-21,0
Brazil,BRA,2024-02-28,0
Canada,CAN,2022-05-04,6
Canada,CAN,2022-05-11,13
Canada,CAN,2022-05-18,24
Canada,CAN,2022-05-25,45
Canada,CAN,2022-06-01,62
Canada,CAN,2022-06-08,60
Canada,CAN,2022-06-15,63
Canada,CAN,2022-06-22,104
Canada,CAN,2022-06-29,137
Canada,CAN,2022-07-06,121
Canada,CAN,2022-07-13,131
Canada,CAN,2022-07-20,134
Canada,CAN,2022-07-27,87
Canada,CAN,2022-08-03,89
Canada,CAN,2022-08-10,103
Canada,CAN,2022-08-17,67
Canada,CAN,2022-08-24,34
Canada,CAN,2022-08-31,28
Canada,CAN,2022-09-07,17
Canada,CAN,2022-09-14,17
Canada,CAN,2022-09-21,12
Canada,CAN,2022-09-28,16
Canada,CAN,2022-10-05,5
Canada,CAN,2022-10-12,3
Canada,CAN,2022-10-19,2
Canada,CAN,2022-10-26,4
Canada,CAN,2022-11-02,3
Canada,CAN,2022-11-09,4
Canada,CAN,2022-11-16,2
Canada,CAN,2022-11-23,0
Canada,CAN,2022-11-30,1
Canada,CAN,2022-12-07,1
Canada,CAN,2022-12-14,3
Canada,CAN,2022-12-21,0
Canada,CAN,2022-12-28,0
Canada,CAN,2023-01-04,0
Canada,CAN,2023-01-11,1
Canada,CAN,2023-01-18,3
Canada,CAN,2023-01-25,1
Canada,CAN,2023-02-01,3
Canada,CAN,2023-02-08,2
Canada,CAN,2023-02-15,3
Canada,CAN,2023-02-22,1
Canada,CAN,2023-03-01,4
Canada,CAN,2023-03-08,3
Canada,CAN,2023-03-15,1
Canada,CAN,2023-03-22,1
Canada,CAN,2023-03-29,0
Canada,CAN,2023-04-05,0
Canada,CAN,2023-04-12,1
Canada,CAN,2023-04-19,3
Canada,CAN,2023-04-26,3
Canada,CAN,2023-05-03,2
Canada,CAN,2023-05-10,1
Canada,CAN,2023-05-17,2
Canada,CAN,2023-05-24,2
Canada,CAN,2023-05-31,2
Canada,CAN,2023-06-07,2
Canada,CAN,2023-06-14,0
Canada,CAN,2023-06-21,0
Canada,CAN,2023-06-28,2
Canada,CAN,2023-07-05,2
Canada,CAN,2023-07-12,0
Canada,CAN,2023-07-19,1
Canada,CAN,2023-07-26,0
Canada,CAN,2023-08-02,0
Canada,CAN,2023-08-09,4
Canada,CAN,2023-08-16,0
Canada,CAN,2023-08-23,0
Canada,CAN,2023-08-30,0
Canada,CAN,2023-09-06,1
Canada,CAN,2023-09-13,2
Canada,CAN,2023-09-20,2
Canada,CAN,2023-09-27,1
Canada,CAN,2023-10-04,0
Canada,CAN,2023-10-11,1
Canada,CAN,2023-10-18,2
Canada,CAN,2023-10-25,0
Canada,CAN,2023-11-01,0
Canada,CAN,2023-11-08,1
Canada,CAN,2023-11-15,2
Canada,CAN,2023-11-22,1
Canada,CAN,2023-11-29,3
Canada,CAN,2023-12-06,1
Canada,CAN,2023-12-13,0
Canada,CAN,2023-12-20,0
Canada,CAN,2023-12-27,0
Canada,CAN,2024-01-03,0
Canada,CAN,2024-01-10,0
Canada,CAN,2024-01-17,0
Canada,CAN,2024-01-24,0
Canada,CAN,2024-01-31,0
Canada,CAN,2024-02-07,0
Canada,CAN,2024-02-14,0
Canada,CAN,2024-02-21,0
Canada,CAN,2024-02-28,0
Chile,CHL,2022-06-15,1
Chile,CHL,2022-06-22,2
Chile,CHL,2022-06-29,3
Chile,CHL,2022-07-06,7
Chile,CHL,2022-07-13,3
Chile,CHL,2022-07-20,4
Chile,CHL,2022-07-27,35
Chile,CHL,2022-08-03,13
Chile,CHL,2022-08-10,73
Chile,CHL,2022-08-17,66
Chile,CHL,2022-08-24,63
Chile,CHL,2022-08-31,111
Chile,CHL,2022-09-07,105
Chile,CHL,2022-09-14,242
Chile,CHL,2022-09-21,114
Chile,CHL,2022-09-28,38
Chile,CHL,2022-10-05,97
Chile,CHL,2022-10-12,87
Chile,CHL,2022-10-19,52
Chile,CHL,2022-10-26,33
Chile,CHL,2022-11-02,26
Chile,CHL,2022-11-09,51
Chile,CHL,2022-11-16,34
Chile,CHL,2022-11-23,18
Chile,CHL,2022-11-30,34
Chile,CHL,2022-12-07,28
Chile,CHL,2022-12-14,21
Chile,CHL,2022-12-21,11
Chile,CHL,2022-12-28,5
Chile,CHL,2023-01-04,10
Chile,CHL,2023-01-11,11
Chile,CHL,2023-01-18,8
Chile,CHL,2023-01-25,2
Chile,CHL,2023-02-01,9
Chile,CHL,2023-02-08,6
Chile,CHL,2023-02-15,4
Chile,CHL,2023-02-22,4
Chile,CHL,2023-03-01,1
Chile,CHL,2023-03-08,3
Chile,CHL,2023-03-15,0
Chile,CHL,2023-03-22,2
Chile,CHL,2023-03-29,2
Chile,CHL,2023-04-05,0
Chile,CHL,2023-04-12,0
Chile,CHL,2023-04-19,1
Chile,CHL,2023-04-26,0
Chile,CHL,2023-05-03,1
Chile,CHL,2023-05-10,0
Chile,CHL,2023-05-17,0
Chile,CHL,2023-05-24,0
Chile,CHL,2023-05-31,0
Chile,CHL,2023-06-07,0
Chile,CHL,2023-06-14,0
Chile,CHL,2023-06-21,0
Chile,CHL,2023-06-28,0
Chile,CHL,2023-07-05,0
Chile,CHL,2023-07-12,1
Chile,CHL,2023-07-19,0
Chile,CHL,2023-07-26,0
Chile,CHL,2023-08-02,0
Chile,CHL,2023-08-09,0
Chile,CHL,2023-08-16,0
Chile,CHL,2023-08-23,0
Chile,CHL,2023-08-30,0
Chile,CHL,2023-09-06,0
Chile,CHL,2023-09-13,0
Chile,CHL,2023-09-20,0
Chile,CHL,2023-09-27,0
Chile,CHL,2023-10-04,3
Chile,CHL,2023-10-11,0
Chile,CHL,2023-10-18,0
Chile,CHL,2023-10-25,0
Chile,CHL,2023-11-01,0
Chile,CHL,2023-11-08,0
Chile,CHL,2023-11-15,2
Chile,CHL,2023-11-22,0
Chile,CHL,2023-11-29,0
Chile,CHL,2023-12-06,0
Chile,CHL,2023-12-13,0
Chile,CHL,2023-12-20,0
Chile,CHL,2023-12-27,0
Chile,CHL,2024-01-03,0
Chile,CHL,2024-01-10,0
Chile,CHL,2024-01-17,2
Chile,CHL,2024-01-24,0
Chile,CHL,2024-01-31,0
Chile,CHL,2024-02-07,0
Chile,CHL,2024-02-14,0
Chile,CHL,2024-02-21,0
Chile,CHL,2024-02-28,0
Colombia,COL,2022-06-22,3
Colombia,COL,2022-06-29,2
Colombia,COL,2022-07-06,1
Colombia,COL,2022-07-13,1
Colombia,COL,2022-07-20,5
Colombia,COL,2022-07-27,0
Colombia,COL,2022-08-03,31
Colombia,COL,2022-08-10,41
Colombia,COL,2022-08-17,80
Colombia,COL,2022-08-24,109
Colombia,COL,2022-08-31,309
Colombia,COL,2022-09-07,356
Colombia,COL,2022-09-14,322
Colombia,COL,2022-09-21,393
Colombia,COL,2022-09-28,389
Colombia,COL,2022-10-05,411
Colombia,COL,2022-10-12,277
Colombia,COL,2022-10-19,380
Colombia,COL,2022-10-26,188
Colombia,COL,2022-11-02,225
Colombia,COL,2022-11-09,107
Colombia,COL,2022-11-16,89
Colombia,COL,2022-11-23,84
Colombia,COL,2022-11-30,58
Colombia,COL,2022-12-07,19
Colombia,COL,2022-12-14,28
Colombia,COL,2022-12-21,63
Colombia,COL,2022-12-28,50
Colombia,COL,2023-01-04,14
Colombia,COL,2023-01-11,14
Colombia,COL,2023-01-18,13
Colombia,COL,2023-01-25,4
Colombia,COL,2023-02-01,6
Colombia,COL,2023-02-08,2
Colombia,COL,2023-02-15,6
Colombia,COL,2023-02-22,1
Colombia,COL,2023-03-01,1
Colombia,COL,2023-03-08,3
Colombia,COL,2023-03-15,3
Colombia,COL,2023-03-22,1
Colombia,COL,2023-03-29,0
Colombia,COL,2023-04-05,0
Colombia,COL,2023-04-12,0
Colombia,COL,2023-04-19,1
Colombia,COL,2023-04-26,0
Colombia,COL,2023-05-03,0
Colombia,COL,2023-05-10,0
Colombia,COL,2023-05-17,0
Colombia,COL,2023-05-24,0
Colombia,COL,2023-05-31,0
Colombia,COL,2023-06-07,0
Colombia,COL,2023-06-14,0
Colombia,COL,2023-06-21,0
Colombia,COL,2023-06-28,0
Colombia,COL,2023-07-05,0
Colombia,COL,2023-07-12,0
Colombia,COL,2023-07-19,0
Colombia,COL,2023-07-26,0
Colombia,COL,2023-08-02,0
Colombia,COL,2023-08-09,0
Colombia,COL,2023-08-16,0
Colombia,COL,2023-08-23,0
Colombia,COL,2023-08-30,0
Colombia,COL,2023-09-06,0
Colombia,COL,2023-09-13,0
Colombia,COL,2023-09-20,0
Colombia,COL,2023-09-27,0
Colombia,COL,2023-10-04,0
Colombia,COL,2023-10-11,0
Colombia,COL,2023-10-18,0
Colombia,COL,2023-10-25,0
Colombia,COL,2023-11-01,0
Colombia,COL,2023-11-08,0
Colombia,COL,2023-11-15,0
Colombia,COL,2023-11-22,0
Colombia,COL,2023-11-29,0
Colombia,COL,2023-12-06,0
Colombia,COL,2023-12-13,0
Colombia,COL,2023-12-20,0
Colombia,COL,2023-12-27,0
Colombia,COL,2024-01-03,0
Colombia,COL,2024-01-10,0
Colombia,COL,2024-01-17,0
Colombia,COL,2024-01-24,0
Colombia,COL,2024-01-31,0
Colombia,COL,2024-02-07,0
Colombia,COL,2024-02-14,0
Colombia,COL,2024-02-21,0
Colombia,COL,2024-02-28,0
France,FRA,2022-05-25,3
France,FRA,2022-06-01,14
France,FRA,2022-06-08,49
France,FRA,2022-06-15,59
France,FRA,2022-06-22,152
France,FRA,2022-06-29,163
France,FRA,2022-07-06,137
France,FRA,2022-07-13,144
France,FRA,2022-07-20,191
France,FRA,2022-07-27,655
France,FRA,2022-08-03,487
France,FRA,2022-08-10,369
France,FRA,2022-08-17,250
France,FRA,2022-08-24,216
France,FRA,2022-08-31,532
France,FRA,2022-09-07,225
France,FRA,2022-09-14,139
France,FRA,2022-09-21,113
France,FRA,2022-09-28,72
France,FRA,2022-10-05,29
France,FRA,2022-10-12,44
France,FRA,2022-10-19,21
France,FRA,2022-10-26,20
France,FRA,2022-11-02,10
France,FRA,2022-11-09,3
France,FRA,2022-11-16,5
France,FRA,2022-11-23,2
France,FRA,2022-11-30,3
France,FRA,2022-12-07,3
France,FRA,2022-12-14,0
France,FRA,2022-12-21,0
France,FRA,2022-12-28,4
France,FRA,2023-01-04,0
France,FRA,2023-01-11,0
France,FRA,2023-01-18,0
France,FRA,2023-01-25,0
France,FRA,2023-02-01,14
France,FRA,2023-02-08,0
France,FRA,2023-02-15,0
France,FRA,2023-02-22,0
France,FRA,2023-03-01,0
France,FRA,2023-03-08,0
France,FRA,2023-03-15,0
France,FRA,2023-03-22,0
France,FRA,2023-03-29,0
France,FRA,2023-04-05,16
France,FRA,2023-04-12,0
France,FRA,2023-04-19,0
France,FRA,2023-04-26,0
France,FRA,2023-05-03,0
France,FRA,2023-05-10,2
France,FRA,2023-05-17,0
France,FRA,2023-05-24,0
France,FRA,2023-05-31,0
France,FRA,2023-06-07,0
France,FRA,2023-06-14,0
France,FRA,2023-06-21,0
France,FRA,2023-06-28,0
France,FRA,2023-07-05,0
France,FRA,2023-07-12,1
France,FRA,2023-07-19,0
France,FRA,2023-07-26,0
France,FRA,2023-08-02,0
France,FRA,2023-08-09,3
France,FRA,2023-08-16,0
France,FRA,2023-08-23,0
France,FRA,2023-08-30,0
France,FRA,2023-09-06,0
France,FRA,2023-09-13,4
France,FRA,2023-09-20,0
France,FRA,2023-09-27,0
France,FRA,2023-10-04,4
France,FRA,2023-10-11,0
France,FRA,2023-10-18,0
France,FRA,2023-10-25,0
France,FRA,2023-11-01,3
France,FRA,2023-11-08,0
France,FRA,2023-11-15,0
France,FRA,2023-11-22,0
France,FRA,2023-11-29,0
France,FRA,2023-12-06,3
France,FRA,2023-12-13,0
France,FRA,2023-12-20,0
France,FRA,2023-12-27,0
France,FRA,2024-01-03,7
France,FRA,2024-01-10,0
France,FRA,2024-01-17,0
France,FRA,2024-01-24,0
France,FRA,2024-01-31,0
France,FRA,2024-02-07,8
France,FRA,2024-02-14,0
France,FRA,2024-02-21,0
France,FRA,2024-02-28,0
France,FRA,2024-03-06,16
Germany,DEU,2022-05-25,6
Germany,DEU,2022-06-01,27
Germany,DEU,2022-06-08,47
Germany,DEU,2022-06-15,149
Germany,DEU,2022-06-22,240
Germany,DEU,2022-06-29,369
Germany,DEU,2022-07-06,404
Germany,DEU,2022-07-13,394
Germany,DEU,2022-07-20,397
Germany,DEU,2022-07-27,377
Germany,DEU,2022-08-03,314
Germany,DEU,2022-08-10,258
Germany,DEU,2022-08-17,205
Germany,DEU,2022-08-24,142
Germany,DEU,2022-08-31,126
Germany,DEU,2022-09-07,50
Germany,DEU,2022-09-14,42
Germany,DEU,2022-09-21,23
Germany,DEU,2022-09-28,37
Germany,DEU,2022-10-05,24
Germany,DEU,2022-10-12,20
Germany,DEU,2022-10-19,0
Germany,DEU,2022-10-26,11
Germany,DEU,2022-11-02,6
Germany,DEU,2022-11-09,2
Germany,DEU,2022-11-16,1
Germany,DEU,2022-11-23,0
Germany,DEU,2022-11-30,0
Germany,DEU,2022-12-07,2
Germany,DEU,2022-12-14,2
Germany,DEU,2022-12-21,1
Germany,DEU,2022-12-28,0
Germany,DEU,2023-01-04,1
Germany,DEU,2023-01-11,0
Germany,DEU,2023-01-18,7
Germany,DEU,2023-01-25,6
Germany,DEU,2023-02-01,1
Germany,DEU,2023-02-08,0
Germany,DEU,2023-02-15,0
Germany,DEU,2023-02-22,0
Germany,DEU,2023-03-01,0
Germany,DEU,2023-03-08,0
Germany,DEU,2023-03-15,0
Germany,DEU,2023-03-22,0
Germany,DEU,2023-03-29,0
Germany,DEU,2023-04-05,0
Germany,DEU,2023-04-12,0
Germany,DEU,2023-04-19,0
Germany,DEU,2023-04-26,0
Germany,DEU,2023-05-03,0
Germany,DEU,2023-05-10,0
Germany,DEU,2023-05-17,0
Germany,DEU,2023-05-24,0
Germany,DEU,2023-05-31,0
Germany,DEU,2023-06-07,0
Germany,DEU,2023-06-14,0
Germany,DEU,2023-06-21,0
Germany,DEU,2023-06-28,0
Germany,DEU,2023-07-05,0
Germany,DEU,2023-07-12,0
Germany,DEU,2023-07-19,0
Germany,DEU,2023-07-26,0
Germany,DEU,2023-08-02,0
Germany,DEU,2023-08-09,3
Germany,DEU,2023-08-16,0
Germany,DEU,2023-08-23,0
Germany,DEU,2023-08-30,0
Germany,DEU,2023-09-06,2
Germany,DEU,2023-09-13,1
Germany,DEU,2023-09-20,6
Germany,DEU,2023-09-27,0
Germany,DEU,2023-10-04,5
Germany,DEU,2023-10-11,0
Germany,DEU,2023-10-18,0
Germany,DEU,2023-10-25,0
Germany,DEU,2023-11-01,49
Germany,DEU,2023-11-08,0
Germany,DEU,2023-11-15,0
Germany,DEU,2023-11-22,0
Germany,DEU,2023-11-29,0
Germany,DEU,2023-12-06,22
Germany,DEU,2023-12-13,0
Germany,DEU,2023-12-20,0
Germany,DEU,2023-12-27,0
Germany,DEU,2024-01-03,21
Germany,DEU,2024-01-10,0
Germany,DEU,2024-01-17,0
Germany,DEU,2024-01-24,0
Germany,DEU,2024-01-31,0
Germany,DEU,2024-02-07,7
Germany,DEU,2024-02-14,0
Germany,DEU,2024-02-21,0
Germany,DEU,2024-02-28,0
Germany,DEU,2024-03-06,9
Italy,ITA,2022-05-25,4
Italy,ITA,2022-06-01,10
Italy,ITA,2022-06-08,6
Italy,ITA,2022-06-15,9
Italy,ITA,2022-06-22,56
Italy,ITA,2022-06-29,74
Italy,ITA,2022-07-06,74
Italy,ITA,2022-07-13,59
Italy,ITA,2022-07-20,82
Italy,ITA,2022-07-27,52
Italy,ITA,2022-08-03,79
Italy,ITA,2022-08-10,94
Italy,ITA,2022-08-17,63
Italy,ITA,2022-08-24,52
Italy,ITA,2022-08-31,46
Italy,ITA,2022-09-07,27
Italy,ITA,2022-09-14,26
Italy,ITA,2022-09-21,24
Italy,ITA,2022-09-28,9
Italy,ITA,2022-10-05,5
Italy,ITA,2022-10-12,5
Italy,ITA,2022-10-19,25
Italy,ITA,2022-10-26,9
Italy,ITA,2022-11-02,4
Italy,ITA,2022-11-09,20
Italy,ITA,2022-11-16,1
Italy,ITA,2022-11-23,2
Italy,ITA,2022-11-30,3
Italy,ITA,2022-12-07,3
Italy,ITA,2022-12-14,4
Italy,ITA,2022-12-21,9
Italy,ITA,2022-12-28,2
Italy,ITA,2023-01-04,13
Italy,ITA,2023-01-11,0
Italy,ITA,2023-01-18,3
Italy,ITA,2023-01-25,0
Italy,ITA,2023-02-01,0
Italy,ITA,2023-02-08,1
Italy,ITA,2023-02-15,2
Italy,ITA,2023-02-22,0
Italy,ITA,2023-03-01,0
Italy,ITA,2023-03-08,0
Italy,ITA,2023-03-15,0
Italy,ITA,2023-03-22,0
Italy,ITA,2023-03-29,0
Italy,ITA,2023-04-05,0
Italy,ITA,2023-04-12,0
Italy,ITA,2023-04-19,0
Italy,ITA,2023-04-26,0
Italy,ITA,2023-05-03,0
Italy,ITA,2023-05-10,0
Italy,ITA,2023-05-17,0
Italy,ITA,2023-05-24,0
Italy,ITA,2023-05-31,0
Italy,ITA,2023-06-07,0
Italy,ITA,2023-06-14,0
Italy,ITA,2023-06-21,0
Italy,ITA,2023-06-28,0
Italy,ITA,2023-07-05,0
Italy,ITA,2023-07-12,0
Italy,ITA,2023-07-19,0
Italy,ITA,2023-07-26,0
Italy,ITA,2023-08-02,0
Italy,ITA,2023-08-09,0
Italy,ITA,2023-08-16,1
Italy,ITA,2023-08-23,0
Italy,ITA,2023-08-30,0
Italy,ITA,2023-09-06,0
Italy,ITA,2023-09-13,2
Italy,ITA,2023-09-20,0
Italy,ITA,2023-09-27,0
Italy,ITA,2023-10-04,3
Italy,ITA,2023-10-11,0
Italy,ITA,2023-10-18,0
Italy,ITA,2023-10-25,0
Italy,ITA,2023-11-01,3
