country_long,iso2,project,page_id,page_title,pageviews_dp,date
United States of America,US,en.wikipedia,242702,Monkeypox,1639,2022-01-03
United States of America,US,en.wikipedia,242702,Monkeypox,968,2022-01-04
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,5214,2022-05-07
United Kingdom,GB,en.wikipedia,242702,Monkeypox,4039,2022-05-07
United States of America,US,en.wikipedia,242702,Monkeypox,858,2022-05-07
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2799,2022-05-08
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3101,2022-05-08
Ireland,IE,en.wikipedia,242702,Monkeypox,497,2022-05-08
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1073,2022-05-08
United States of America,US,en.wikipedia,242702,Monkeypox,725,2022-05-08
Finland,FI,fi.wikipedia,1183752,Apinarokko,531,2022-05-08
Canada,CA,en.wikipedia,242702,Monkeypox,501,2022-05-09
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1212,2022-05-09
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2376,2022-05-09
India,IN,en.wikipedia,39680623,Monkeypox virus,519,2022-05-09
India,IN,en.wikipedia,242702,Monkeypox,787,2022-05-09
Poland,PL,pl.wikipedia,1844932,Ospa małpia,823,2022-05-09
United States of America,US,en.wikipedia,242702,Monkeypox,613,2022-05-09
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,672,2022-05-10
United Kingdom,GB,en.wikipedia,242702,Monkeypox,924,2022-05-10
India,IN,en.wikipedia,39680623,Monkeypox virus,1492,2022-05-10
India,IN,en.wikipedia,242702,Monkeypox,1689,2022-05-10
United States of America,US,en.wikipedia,242702,Monkeypox,582,2022-05-10
India,IN,en.wikipedia,242702,Monkeypox,497,2022-05-11
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,577,2022-05-13
United Kingdom,GB,en.wikipedia,242702,Monkeypox,569,2022-05-13
France,FR,fr.wikipedia,2104851,Variole du singe,501,2022-05-14
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,5572,2022-05-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3940,2022-05-14
Ireland,IE,en.wikipedia,242702,Monkeypox,476,2022-05-14
United States of America,US,en.wikipedia,242702,Monkeypox,1274,2022-05-14
France,FR,fr.wikipedia,2104851,Variole du singe,558,2022-05-15
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1880,2022-05-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3885,2022-05-15
United States of America,US,en.wikipedia,242702,Monkeypox,1083,2022-05-15
Canada,CA,en.wikipedia,242702,Monkeypox,800,2022-05-16
France,FR,fr.wikipedia,2104851,Variole du singe,615,2022-05-16
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,5694,2022-05-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,9291,2022-05-16
United States of America,US,en.wikipedia,242702,Monkeypox,1301,2022-05-16
Canada,CA,en.wikipedia,242702,Monkeypox,621,2022-05-17
Canada,CA,en.wikipedia,39680623,Monkeypox virus,495,2022-05-17
Germany,DE,en.wikipedia,242702,Monkeypox,871,2022-05-17
France,FR,fr.wikipedia,2104851,Variole du singe,679,2022-05-17
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,7020,2022-05-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,13542,2022-05-17
Hong Kong,HK,zh.wikipedia,39366,猴痘,494,2022-05-17
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,624,2022-05-17
Taiwan,TW,zh.wikipedia,39366,猴痘,584,2022-05-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,515,2022-05-17
United States of America,US,en.wikipedia,242702,Monkeypox,2478,2022-05-17
Canada,CA,en.wikipedia,39680623,Monkeypox virus,3550,2022-05-18
Canada,CA,fr.wikipedia,2104851,Variole du singe,2789,2022-05-18
Spain,ES,en.wikipedia,39680623,Monkeypox virus,546,2022-05-18
Spain,ES,es.wikipedia,3219006,Monkeypox virus,1997,2022-05-18
Finland,FI,fi.wikipedia,1183752,Apinarokko,1471,2022-05-18
France,FR,fr.wikipedia,2104851,Variole du singe,16640,2022-05-18
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,9292,2022-05-18
Hong Kong,HK,zh.wikipedia,39366,猴痘,876,2022-05-18
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,1476,2022-05-18
Poland,PL,pl.wikipedia,1844932,Ospa małpia,737,2022-05-18
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,599,2022-05-18
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,466,2022-05-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,9201,2022-05-18
United States of America,US,fr.wikipedia,2104851,Variole du singe,498,2022-05-18
United States of America,US,zh.wikipedia,39366,猴痘,624,2022-05-18
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,754,2022-05-18
Belgium,BE,fr.wikipedia,2104851,Variole du singe,904,2022-05-18
Argentina,AR,es.wikipedia,3219006,Monkeypox virus,466,2022-05-19
Australia,AU,en.wikipedia,39680623,Monkeypox virus,1916,2022-05-19
Canada,CA,zh.wikipedia,39366,猴痘,1722,2022-05-19
Canada,CA,en.wikipedia,39680623,Monkeypox virus,23375,2022-05-19
Canada,CA,fr.wikipedia,2104851,Variole du singe,15987,2022-05-19
Colombia,CO,es.wikipedia,3219006,Monkeypox virus,784,2022-05-19
Germany,DE,fr.wikipedia,2104851,Variole du singe,538,2022-05-19
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,1226,2022-05-19
Germany,DE,en.wikipedia,39680623,Monkeypox virus,695,2022-05-19
Germany,DE,zh.wikipedia,39366,猴痘,648,2022-05-19
Germany,DE,pl.wikipedia,1844932,Ospa małpia,524,2022-05-19
Spain,ES,en.wikipedia,39680623,Monkeypox virus,653,2022-05-19
Spain,ES,fr.wikipedia,2104851,Variole du singe,584,2022-05-19
Spain,ES,es.wikipedia,3219006,Monkeypox virus,1960,2022-05-19
Finland,FI,en.wikipedia,39680623,Monkeypox virus,734,2022-05-19
Finland,FI,fi.wikipedia,1183752,Apinarokko,6196,2022-05-19
France,FR,fr.wikipedia,2104851,Variole du singe,46022,2022-05-19
France,FR,en.wikipedia,39680623,Monkeypox virus,884,2022-05-19
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,13578,2022-05-19
United Kingdom,GB,zh.wikipedia,39366,猴痘,644,2022-05-19
Hong Kong,HK,zh.wikipedia,39366,猴痘,2626,2022-05-19
Israel,IL,ru.wikipedia,2609064,Оспа обезьян,637,2022-05-19
India,IN,en.wikipedia,39680623,Monkeypox virus,3853,2022-05-19
Italy,IT,en.wikipedia,39680623,Monkeypox virus,949,2022-05-19
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,11819,2022-05-19
Japan,JP,zh.wikipedia,39366,猴痘,681,2022-05-19
Kenya,KE,en.wikipedia,39680623,Monkeypox virus,476,2022-05-19
Morocco,MA,fr.wikipedia,2104851,Variole du singe,1231,2022-05-19
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,1638,2022-05-19
Malaysia,MY,zh.wikipedia,39366,猴痘,626,2022-05-19
Netherlands,NL,fr.wikipedia,2104851,Variole du singe,483,2022-05-19
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,585,2022-05-19
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,1700,2022-05-19
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,3656,2022-05-19
Peru,PE,es.wikipedia,3219006,Monkeypox virus,585,2022-05-19
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,554,2022-05-19
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,593,2022-05-19
Poland,PL,pl.wikipedia,1844932,Ospa małpia,6786,2022-05-19
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,525,2022-05-19
Sweden,SE,en.wikipedia,39680623,Monkeypox virus,1008,2022-05-19
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,5293,2022-05-19
Taiwan,TW,zh.wikipedia,39366,猴痘,2447,2022-05-19
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,4813,2022-05-19
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,687,2022-05-19
United States of America,US,es.wikipedia,3219006,Monkeypox virus,799,2022-05-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,41483,2022-05-19
United States of America,US,fr.wikipedia,2104851,Variole du singe,1995,2022-05-19
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,893,2022-05-19
United States of America,US,zh.wikipedia,39366,猴痘,3626,2022-05-19
United States of America,US,it.wikipedia,3197420,Vaiolo delle scimmie,458,2022-05-19
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,610,2022-05-19
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,1996,2022-05-19
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,557,2022-05-19
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,1737,2022-05-19
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,811,2022-05-19
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,1619,2022-05-19
Denmark,DK,da.wikipedia,1092033,Abekopper,4814,2022-05-19
Belgium,BE,nl.wikipedia,5650264,Apenpokken,4299,2022-05-19
Belgium,BE,fr.wikipedia,2104851,Variole du singe,5104,2022-05-19
Tunisia,TN,fr.wikipedia,2104851,Variole du singe,461,2022-05-19
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,496,2022-05-19
Argentina,AR,es.wikipedia,3219006,Monkeypox virus,546,2022-05-20
Australia,AU,en.wikipedia,39680623,Monkeypox virus,8516,2022-05-20
Australia,AU,zh.wikipedia,39366,猴痘,2197,2022-05-20
Canada,CA,zh.wikipedia,39366,猴痘,2098,2022-05-20
Canada,CA,ru.wikipedia,2609064,Оспа обезьян,719,2022-05-20
Canada,CA,en.wikipedia,39680623,Monkeypox virus,16487,2022-05-20
Canada,CA,fr.wikipedia,2104851,Variole du singe,7712,2022-05-20
Colombia,CO,es.wikipedia,3219006,Monkeypox virus,541,2022-05-20
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,4120,2022-05-20
Czech Republic,CZ,ru.wikipedia,2609064,Оспа обезьян,903,2022-05-20
Germany,DE,fr.wikipedia,2104851,Variole du singe,977,2022-05-20
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,5044,2022-05-20
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1000,2022-05-20
Germany,DE,zh.wikipedia,39366,猴痘,1453,2022-05-20
Germany,DE,it.wikipedia,3197420,Vaiolo delle scimmie,505,2022-05-20
Germany,DE,pl.wikipedia,1844932,Ospa małpia,723,2022-05-20
Spain,ES,en.wikipedia,39680623,Monkeypox virus,551,2022-05-20
Spain,ES,fr.wikipedia,2104851,Variole du singe,562,2022-05-20
Spain,ES,es.wikipedia,3219006,Monkeypox virus,1545,2022-05-20
Spain,ES,zh.wikipedia,39366,猴痘,531,2022-05-20
Spain,ES,ru.wikipedia,2609064,Оспа обезьян,871,2022-05-20
Finland,FI,en.wikipedia,39680623,Monkeypox virus,720,2022-05-20
Finland,FI,fi.wikipedia,1183752,Apinarokko,3412,2022-05-20
Finland,FI,ru.wikipedia,2609064,Оспа обезьян,731,2022-05-20
France,FR,zh.wikipedia,39366,猴痘,684,2022-05-20
France,FR,ru.wikipedia,2609064,Оспа обезьян,1333,2022-05-20
France,FR,fr.wikipedia,2104851,Variole du singe,51396,2022-05-20
France,FR,en.wikipedia,39680623,Monkeypox virus,881,2022-05-20
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,20211,2022-05-20
United Kingdom,GB,fr.wikipedia,2104851,Variole du singe,608,2022-05-20
United Kingdom,GB,ru.wikipedia,2609064,Оспа обезьян,1101,2022-05-20
United Kingdom,GB,zh.wikipedia,39366,猴痘,1428,2022-05-20
United Kingdom,GB,pl.wikipedia,1844932,Ospa małpia,1249,2022-05-20
Hong Kong,HK,zh.wikipedia,39366,猴痘,5452,2022-05-20
Israel,IL,ru.wikipedia,2609064,Оспа обезьян,2187,2022-05-20
India,IN,en.wikipedia,39680623,Monkeypox virus,4261,2022-05-20
Italy,IT,en.wikipedia,39680623,Monkeypox virus,917,2022-05-20
Italy,IT,zh.wikipedia,39366,猴痘,553,2022-05-20
Italy,IT,ru.wikipedia,2609064,Оспа обезьян,691,2022-05-20
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,11159,2022-05-20
Japan,JP,zh.wikipedia,39366,猴痘,1351,2022-05-20
Lithuania,LT,ru.wikipedia,2609064,Оспа обезьян,540,2022-05-20
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,1237,2022-05-20
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,585,2022-05-20
Malaysia,MY,zh.wikipedia,39366,猴痘,1084,2022-05-20
Netherlands,NL,fr.wikipedia,2104851,Variole du singe,717,2022-05-20
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,993,2022-05-20
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,1967,2022-05-20
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,1645,2022-05-20
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,16459,2022-05-20
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,3974,2022-05-20
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,2198,2022-05-20
Poland,PL,pl.wikipedia,1844932,Ospa małpia,8210,2022-05-20
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,573,2022-05-20
Sweden,SE,en.wikipedia,39680623,Monkeypox virus,1089,2022-05-20
Sweden,SE,ru.wikipedia,2609064,Оспа обезьян,721,2022-05-20
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,8874,2022-05-20
Singapore,SG,zh.wikipedia,39366,猴痘,1213,2022-05-20
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,874,2022-05-20
Taiwan,TW,zh.wikipedia,39366,猴痘,9478,2022-05-20
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,17964,2022-05-20
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,1943,2022-05-20
United States of America,US,es.wikipedia,3219006,Monkeypox virus,599,2022-05-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,39651,2022-05-20
United States of America,US,fr.wikipedia,2104851,Variole du singe,2117,2022-05-20
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,2706,2022-05-20
United States of America,US,zh.wikipedia,39366,猴痘,5590,2022-05-20
United States of America,US,nl.wikipedia,5650264,Apenpokken,459,2022-05-20
United States of America,US,it.wikipedia,3197420,Vaiolo delle scimmie,494,2022-05-20
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,765,2022-05-20
Bulgaria,BG,bg.wikipedia,259807,Вариола при маймуните,492,2022-05-20
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,3449,2022-05-20
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,3063,2022-05-20
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,1600,2022-05-20
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1603,2022-05-20
Morocco,MA,fr.wikipedia,2104851,Variole du singe,1485,2022-05-20
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,600,2022-05-20
Denmark,DK,da.wikipedia,1092033,Abekopper,7864,2022-05-20
Belgium,BE,en.wikipedia,39680623,Monkeypox virus,529,2022-05-20
Belgium,BE,nl.wikipedia,5650264,Apenpokken,7978,2022-05-20
Belgium,BE,fr.wikipedia,2104851,Variole du singe,11869,2022-05-20
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,1192,2022-05-20
Georgia,GE,ru.wikipedia,2609064,Оспа обезьян,699,2022-05-20
Moldova,MD,ru.wikipedia,2609064,Оспа обезьян,1139,2022-05-20
Estonia,EE,ru.wikipedia,2609064,Оспа обезьян,731,2022-05-20
Estonia,EE,et.wikipedia,630052,Ahvirõuged,1680,2022-05-20
Tunisia,TN,fr.wikipedia,2104851,Variole du singe,1080,2022-05-20
Latvia,LV,ru.wikipedia,2609064,Оспа обезьян,1052,2022-05-20
Armenia,AM,ru.wikipedia,2609064,Оспа обезьян,703,2022-05-20
Kyrgyzstan,KG,ru.wikipedia,2609064,Оспа обезьян,483,2022-05-20
Australia,AU,en.wikipedia,39680623,Monkeypox virus,3313,2022-05-21
Australia,AU,zh.wikipedia,39366,猴痘,868,2022-05-21
Belgium,BE,nl.wikipedia,5650264,Apenpokken,1926,2022-05-21
Belgium,BE,fr.wikipedia,2104851,Variole du singe,4820,2022-05-21
Canada,CA,zh.wikipedia,39366,猴痘,1312,2022-05-21
Canada,CA,en.wikipedia,39680623,Monkeypox virus,6910,2022-05-21
Canada,CA,fr.wikipedia,2104851,Variole du singe,4730,2022-05-21
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,1855,2022-05-21
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,2160,2022-05-21
Czech Republic,CZ,ru.wikipedia,2609064,Оспа обезьян,591,2022-05-21
Germany,DE,fr.wikipedia,2104851,Variole du singe,531,2022-05-21
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,2399,2022-05-21
Germany,DE,en.wikipedia,39680623,Monkeypox virus,789,2022-05-21
Germany,DE,zh.wikipedia,39366,猴痘,941,2022-05-21
Spain,ES,es.wikipedia,3219006,Monkeypox virus,921,2022-05-21
France,FR,ru.wikipedia,2609064,Оспа обезьян,698,2022-05-21
France,FR,fr.wikipedia,2104851,Variole du singe,15762,2022-05-21
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,15956,2022-05-21
United Kingdom,GB,ru.wikipedia,2609064,Оспа обезьян,603,2022-05-21
United Kingdom,GB,zh.wikipedia,39366,猴痘,1013,2022-05-21
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,4448,2022-05-21
Hong Kong,HK,zh.wikipedia,39366,猴痘,5663,2022-05-21
India,IN,en.wikipedia,39680623,Monkeypox virus,6888,2022-05-21
Italy,IT,en.wikipedia,39680623,Monkeypox virus,581,2022-05-21
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,4872,2022-05-21
Japan,JP,zh.wikipedia,39366,猴痘,1106,2022-05-21
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,735,2022-05-21
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1107,2022-05-21
Malaysia,MY,zh.wikipedia,39366,猴痘,1389,2022-05-21
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,702,2022-05-21
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,936,2022-05-21
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,917,2022-05-21
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,6217,2022-05-21
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,2032,2022-05-21
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,1491,2022-05-21
Poland,PL,pl.wikipedia,1844932,Ospa małpia,3977,2022-05-21
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,1669,2022-05-21
Singapore,SG,zh.wikipedia,39366,猴痘,902,2022-05-21
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,751,2022-05-21
Taiwan,TW,zh.wikipedia,39366,猴痘,15588,2022-05-21
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,18603,2022-05-21
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,1684,2022-05-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,30083,2022-05-21
United States of America,US,fr.wikipedia,2104851,Variole du singe,1077,2022-05-21
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,1517,2022-05-21
United States of America,US,zh.wikipedia,39366,猴痘,4580,2022-05-21
United States of America,US,it.wikipedia,3197420,Vaiolo delle scimmie,559,2022-05-21
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,835,2022-05-21
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,2001,2022-05-21
Finland,FI,en.wikipedia,39680623,Monkeypox virus,575,2022-05-21
Finland,FI,fi.wikipedia,1183752,Apinarokko,2853,2022-05-21
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1009,2022-05-21
Latvia,LV,ru.wikipedia,2609064,Оспа обезьян,456,2022-05-21
Morocco,MA,fr.wikipedia,2104851,Variole du singe,641,2022-05-21
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,665,2022-05-21
Israel,IL,ru.wikipedia,2609064,Оспа обезьян,2604,2022-05-21
Israel,IL,en.wikipedia,39680623,Monkeypox virus,585,2022-05-21
Moldova,MD,ru.wikipedia,2609064,Оспа обезьян,638,2022-05-21
Denmark,DK,da.wikipedia,1092033,Abekopper,1656,2022-05-21
Estonia,EE,et.wikipedia,630052,Ahvirõuged,870,2022-05-21
Tunisia,TN,fr.wikipedia,2104851,Variole du singe,719,2022-05-21
Kyrgyzstan,KG,ru.wikipedia,2609064,Оспа обезьян,509,2022-05-21
Macau,MO,zh.wikipedia,39366,猴痘,549,2022-05-21
Australia,AU,en.wikipedia,39680623,Monkeypox virus,2381,2022-05-22
Australia,AU,zh.wikipedia,39366,猴痘,482,2022-05-22
Canada,CA,zh.wikipedia,39366,猴痘,1026,2022-05-22
Canada,CA,en.wikipedia,39680623,Monkeypox virus,6258,2022-05-22
Canada,CA,fr.wikipedia,2104851,Variole du singe,2762,2022-05-22
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,7368,2022-05-22
Czech Republic,CZ,ru.wikipedia,2609064,Оспа обезьян,656,2022-05-22
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,2439,2022-05-22
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1864,2022-05-22
Germany,DE,el.wikipedia,790589,Ευλογιά των πιθήκων,486,2022-05-22
Germany,DE,zh.wikipedia,39366,猴痘,787,2022-05-22
Spain,ES,es.wikipedia,3219006,Monkeypox virus,811,2022-05-22
Spain,ES,ru.wikipedia,2609064,Оспа обезьян,537,2022-05-22
Finland,FI,en.wikipedia,39680623,Monkeypox virus,831,2022-05-22
Finland,FI,fi.wikipedia,1183752,Apinarokko,6846,2022-05-22
France,FR,ru.wikipedia,2609064,Оспа обезьян,600,2022-05-22
France,FR,fr.wikipedia,2104851,Variole du singe,17219,2022-05-22
France,FR,en.wikipedia,39680623,Monkeypox virus,546,2022-05-22
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,20400,2022-05-22
United Kingdom,GB,ru.wikipedia,2609064,Оспа обезьян,525,2022-05-22
United Kingdom,GB,zh.wikipedia,39366,猴痘,982,2022-05-22
United Kingdom,GB,pl.wikipedia,1844932,Ospa małpia,466,2022-05-22
Hong Kong,HK,zh.wikipedia,39366,猴痘,5812,2022-05-22
Israel,IL,ru.wikipedia,2609064,Оспа обезьян,1662,2022-05-22
India,IN,en.wikipedia,39680623,Monkeypox virus,6686,2022-05-22
Italy,IT,ru.wikipedia,2609064,Оспа обезьян,470,2022-05-22
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,6235,2022-05-22
Italy,IT,it.wikipedia,9406969,Monkeypox virus,540,2022-05-22
Japan,JP,zh.wikipedia,39366,猴痘,1148,2022-05-22
Moldova,MD,ru.wikipedia,2609064,Оспа обезьян,794,2022-05-22
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,514,2022-05-22
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,936,2022-05-22
Malaysia,MY,zh.wikipedia,39366,猴痘,1377,2022-05-22
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,1200,2022-05-22
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,895,2022-05-22
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,677,2022-05-22
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,5799,2022-05-22
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1358,2022-05-22
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,1683,2022-05-22
Poland,PL,pl.wikipedia,1844932,Ospa małpia,3580,2022-05-22
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,1027,2022-05-22
Singapore,SG,zh.wikipedia,39366,猴痘,880,2022-05-22
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,780,2022-05-22
Taiwan,TW,zh.wikipedia,39366,猴痘,9905,2022-05-22
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,22886,2022-05-22
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,2062,2022-05-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,35381,2022-05-22
United States of America,US,fr.wikipedia,2104851,Variole du singe,786,2022-05-22
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,1494,2022-05-22
United States of America,US,zh.wikipedia,39366,猴痘,4739,2022-05-22
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,959,2022-05-22
Bulgaria,BG,bg.wikipedia,259807,Вариола при маймуните,652,2022-05-22
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,1568,2022-05-22
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,1246,2022-05-22
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,14644,2022-05-22
Greece,GR,en.wikipedia,39680623,Monkeypox virus,496,2022-05-22
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1358,2022-05-22
Morocco,MA,fr.wikipedia,2104851,Variole du singe,902,2022-05-22
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,533,2022-05-22
Belgium,BE,nl.wikipedia,5650264,Apenpokken,1658,2022-05-22
Belgium,BE,fr.wikipedia,2104851,Variole du singe,5998,2022-05-22
Serbia,RS,sr.wikipedia,4316506,Majmunske boginje,509,2022-05-22
Tunisia,TN,fr.wikipedia,2104851,Variole du singe,576,2022-05-22
Latvia,LV,ru.wikipedia,2609064,Оспа обезьян,586,2022-05-22
Slovenia,SI,sl.wikipedia,518983,Opičje koze,2265,2022-05-22
Denmark,DK,da.wikipedia,1092033,Abekopper,977,2022-05-22
Estonia,EE,ru.wikipedia,2609064,Оспа обезьян,506,2022-05-22
Estonia,EE,et.wikipedia,630052,Ahvirõuged,2644,2022-05-22
Cyprus,CY,el.wikipedia,790589,Ευλογιά των πιθήκων,693,2022-05-22
Kyrgyzstan,KG,ru.wikipedia,2609064,Оспа обезьян,488,2022-05-22
Argentina,AR,es.wikipedia,3219006,Monkeypox virus,985,2022-05-23
Australia,AU,en.wikipedia,39680623,Monkeypox virus,1741,2022-05-23
Australia,AU,zh.wikipedia,39366,猴痘,941,2022-05-23
Canada,CA,zh.wikipedia,39366,猴痘,1210,2022-05-23
Canada,CA,en.wikipedia,39680623,Monkeypox virus,2373,2022-05-23
Canada,CA,fr.wikipedia,2104851,Variole du singe,2092,2022-05-23
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,1169,2022-05-23
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,7997,2022-05-23
Czech Republic,CZ,ru.wikipedia,2609064,Оспа обезьян,580,2022-05-23
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,1961,2022-05-23
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1247,2022-05-23
Germany,DE,zh.wikipedia,39366,猴痘,870,2022-05-23
Germany,DE,pl.wikipedia,1844932,Ospa małpia,883,2022-05-23
Spain,ES,es.wikipedia,3219006,Monkeypox virus,851,2022-05-23
Finland,FI,en.wikipedia,39680623,Monkeypox virus,638,2022-05-23
Finland,FI,fi.wikipedia,1183752,Apinarokko,4225,2022-05-23
France,FR,ru.wikipedia,2609064,Оспа обезьян,495,2022-05-23
