country_long,iso2,project,wikidata_id,page_title,page_id,date,pct_pageviews,pageviews,pageviews_ceil
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-03-27,1.7939386740242e-6,5316,2963312000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-03-27,2.4265951379021517e-6,1689,696037000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-03-27,1.5714070088887878e-6,1520,967286000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-03-27,1.3923609798765705e-6,4126,2963312000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-03-27,1.2320673624647018e-6,3651,2963312000
Hungary,HU,hu.wikipedia,Q12214,Fekete himlő,163720,2022-03-27,1.1526272229960233e-5,571,49539000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-03-27,1.6333075963651481e-7,484,2963312000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-03-27,1.9628892475983012e-6,501,255236000
Ukraine,UA,uk.wikipedia,Q182155,Оперізуючий герпес,1498186,2022-03-27,6.054690076376156e-6,459,75809000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-03,1.5887378105461087e-6,4495,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-03,6.629088907324562e-6,1710,257954000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-03,1.2861884076923893e-6,3639,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-03,1.785242615869859e-6,1149,643610000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-03,1.5615225021118372e-6,4418,2829290000
Japan,JP,ja.wikipedia,Q182155,帯状疱疹,389447,2022-04-03,1.148978427144913e-6,1061,923429000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-03,2.0882211277015583e-6,1344,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-03,5.690473581711313e-7,1610,2829290000
United States of America,US,en.wikipedia,Q9690,Fatigue,235562,2022-04-03,2.0853288280805432e-7,590,2829290000
United States of America,US,en.wikipedia,Q86,Headache,69893,2022-04-03,1.6187806834930318e-7,458,2829290000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-03,1.2529387749355934e-6,1157,923429000
United States of America,US,zh.wikipedia,Q12214,天花,1382,2022-04-03,1.17242773398019e-5,580,49470000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-03,4.071692898218281e-7,1152,2829290000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-04-03,1.6117117722114028e-7,456,2829290000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-04-03,1.188985810836628e-6,529,444917000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-10,1.8693735884267784e-6,5289,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-10,4.650331722627057e-6,2993,643610000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-10,2.3921709194751302e-6,2209,923429000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-10,7.662699829285793e-7,2168,2829290000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-04-10,4.902289973809683e-7,1387,2829290000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-10,5.141312285390221e-6,3309,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-10,1.4289804155812941e-6,4043,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-10,1.7092627478978824e-6,4836,2829290000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-10,1.0274662547847693e-6,2907,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-10,1.0959318328073998e-5,2827,257954000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-04-10,5.789843948421841e-6,2576,444917000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-04-10,1.7813656429704978e-7,504,2829290000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-10,6.1239124199254235e-6,1281,209180000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-10,2.8131213190883326e-6,1197,425506000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-17,1.2682856869681614e-5,2653,209180000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-04-17,4.443525421595488e-6,1977,444917000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-17,6.131042090707105e-6,3946,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-17,1.633978842748534e-6,4623,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-17,1.6937111430782987e-6,4792,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-17,1.4894128410491794e-5,3842,257954000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-17,6.413540584621603e-6,2729,425506000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-17,1.9863640701377378e-6,5620,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-17,2.871304050589643e-6,1848,643610000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-17,1.1793001952505283e-6,1089,923429000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-17,4.025744974887693e-7,1139,2829290000
Spain,ES,es.wikipedia,Q38933,Fiebre,27970,2022-04-17,4.8966374140275695e-6,1001,204426000
United States of America,US,en.wikipedia,Q9690,Fatigue,235562,2022-04-17,1.6081773165705884e-7,455,2829290000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-17,1.0928536841398372e-6,3092,2829290000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-17,3.350663947492127e-7,948,2829290000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-24,5.487795404049036e-6,3532,643610000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-24,1.5427898872155205e-6,4365,2829290000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-24,5.771766061450045e-7,1633,2829290000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-24,1.069879722474543e-6,3027,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-24,1.1812150751601993e-6,3342,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-24,1.3793156919450754e-5,3558,257954000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-24,1.6979524898472763e-6,4804,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-24,2.153478037942232e-6,1386,643610000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-24,6.789689286004616e-7,1921,2829290000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-24,5.406826656468113e-6,1131,209180000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-24,1.2204511662510058e-6,1127,923429000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-04-24,1.5058988530445004e-6,670,444917000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-24,1.2596767143119017e-6,536,425506000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-04-24,1.6046428609297738e-7,454,2829290000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-24,1.8956868278840414e-6,489,257954000
Japan,JP,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-24,3.6447000310848615e-5,469,12868000
United States of America,US,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-24,1.677784515868203e-5,830,49470000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-01,8.760233302959786e-7,2465,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-01,1.8730418199155427e-6,1155,616644000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-01,5.092663011416379e-7,1433,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-01,5.632847783039051e-7,1585,2813852000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-05-01,2.8128010940397626e-6,543,193046000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-05-01,4.511877997990116e-6,871,193046000
United States of America,US,en.wikipedia,Q86,Headache,69893,2022-05-01,1.7982466739544227e-7,506,2813852000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-01,1.8160159098630632e-7,511,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-01,1.2096420337144087e-6,1213,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-01,5.433832340862277e-7,1529,2813852000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-01,3.987416537898937e-7,1122,2813852000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-01,3.895016511174006e-7,1096,2813852000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-01,7.751636276360429e-7,478,616644000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-08,5.04267465090153e-6,992,196721000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-08,2.2508647016889187e-6,1023,454492000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-05-08,1.124258301814775e-6,486,432285000
Finland,FI,fi.wikipedia,Q382370,Apinarokko,1183752,2022-05-08,1.057158215373589e-5,531,50229000
Ireland,IE,en.wikipedia,Q382370,Monkeypox,242702,2022-05-08,9.174989385072643e-6,497,54169000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-08,1.4826650442169667e-6,4172,2813852000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-08,3.7574354084366344e-6,2317,616644000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-08,2.3878299214031155e-6,6719,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-08,2.016402466752296e-6,2022,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-08,6.915786615642898e-7,1946,2813852000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-05-08,1.5209333248331072e-6,501,329403000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-05-08,3.522476508189758e-6,680,193046000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-08,1.879985159134169e-7,529,2813852000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-08,1.8657697704072567e-7,525,2813852000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-05-08,1.6347697035949296e-7,460,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-08,9.876038686827407e-7,609,616644000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-08,8.028148786442626e-6,6149,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-08,5.57954007531313e-7,1570,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-08,4.989601443146263e-7,1404,2813852000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-05-08,4.5276013095216094e-7,1274,2813852000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-05-08,5.31524488021253e-7,533,1002776000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-08,1.1023296339649544e-6,501,454492000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-05-15,5.325155662380987e-6,1028,193046000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-05-15,3.488308331048529e-5,26718,765930000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-15,5.273909217684512e-7,1484,2813852000
United Kingdom,GB,en.wikipedia,Q12214,Smallpox,16829895,2022-05-15,1.8696225503636102e-6,1432,765930000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-15,7.555248497223274e-5,34338,454492000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-15,4.09403195335078e-7,1152,2813852000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,1.8587125845999488e-4,84477,454492000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-15,5.454200478720299e-5,33633,616644000
Sweden,SE,sv.wikipedia,Q6900886,Apkoppsvirus,8149005,2022-05-15,1.7316938833231613e-4,11633,67177000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,0.0011195266272189348,31218,27885000
Japan,JP,ja.wikipedia,Q182155,帯状疱疹,389447,2022-05-15,1.2096420337144087e-6,1213,1002776000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,4.279471699293353e-5,120418,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-15,4.148260584713384e-6,2558,616644000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-05-15,2.713579689935198e-5,5293,195056000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,7.707884532529083e-5,59037,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-15,1.2051095793240014e-6,3391,2813852000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,1.7227277013011504e-4,14617,84848000
Spain,ES,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,3.139311531336908e-5,6423,204599000
Hong Kong,HK,zh.wikipedia,Q265103,Lia,257537,2022-05-15,9.735055628889308e-6,826,84848000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-15,1.2164818903055314e-6,3423,2813852000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-15,5.490693895769927e-7,1545,2813852000
Spain,ES,es.wikipedia,Q12214,Viruela,41754,2022-05-15,3.389557133710331e-5,6935,204599000
Belgium,BE,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,2.9680215378554076e-5,904,30458000
United States of America,US,en.wikipedia,Q740335,Orthopoxvirus,2591633,2022-05-15,1.744938966228501e-7,491,2813852000
Finland,FI,fi.wikipedia,Q382370,Apinarokko,1183752,2022-05-15,2.9285870712138405e-5,1471,50229000
Italy,IT,it.wikipedia,Q382370,Vaiolo delle scimmie,3197420,2022-05-15,4.049874504088738e-5,17507,432285000
Spain,ES,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,2.493861962353369e-5,1097,43988000
United States of America,US,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,2.406465910572285e-4,3692,15342000
Germany,DE,de.wikipedia,Q1037810,Pockenimpfstoff,8841370,2022-05-15,3.972308171327379e-5,24495,616644000
Czech Republic,CZ,cs.wikipedia,Q12214,Pravé neštovice,192754,2022-05-15,5.257549926936191e-5,3454,65696000
Belgium,BE,fr.wikipedia,Q12214,Variole,96078,2022-05-15,1.0043338367588154e-4,3059,30458000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-15,3.108971589205016e-5,6116,196721000
Austria,AT,de.wikipedia,Q12214,Pocken,4049,2022-05-15,7.5593885720468e-5,4891,64701000
Netherlands,NL,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,7.062978222483814e-4,1200,1699000
Peru,PE,es.wikipedia,Q12214,Viruela,41754,2022-05-15,3.07163426122285e-5,1376,44797000
Spain,ES,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,3.693200128907509e-4,1146,3103000
France,FR,fr.wikipedia,Q847726,Adénopathie,42229,2022-05-15,2.7151192980294483e-6,1234,454492000
United States of America,US,es.wikipedia,Q12214,Viruela,41754,2022-05-15,5.299176916674373e-5,1719,32439000
United Kingdom,GB,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,4.970194941195425e-4,3085,6207000
Singapore,SG,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,3.824515849832306e-5,2121,55458000
United States of America,US,en.wikipedia,Q7692792,Tecovirimat,24383686,2022-05-15,2.0054359646491715e-6,5643,2813852000
Denmark,DK,da.wikipedia,Q382370,Abekopper,1092033,2022-05-15,7.865020576131687e-4,14334,18225000
Kenya,KE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,3.278462704042978e-5,476,14519000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,2.265926965316304e-5,15002,662069000
Sweden,SE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,3.8972624379727546e-5,2097,53807000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-05-15,9.338077496868692e-6,9364,1002776000
Canada,CA,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,6.941701609630732e-4,5132,7393000
Peru,PE,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,1.3058910194879122e-5,585,44797000
Sweden,SE,sv.wikipedia,Q12214,Smittkoppor,49198,2022-05-15,8.336186492400673e-5,5600,67177000
Italy,IT,it.wikipedia,Q1037810,Vaccino anti-vaiolo,4717640,2022-05-15,2.481927432133893e-5,10729,432285000
Ireland,IE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,6.319112407465525e-5,3423,54169000
Netherlands,NL,nl.wikipedia,Q382370,Apenpokken,5650264,2022-05-15,3.292981841828823e-4,26332,79964000
Mexico,MX,es.wikipedia,Q12214,Viruela,41754,2022-05-15,1.7654441693883353e-5,2546,144213000
United States of America,US,en.wikipedia,Q182155,Herpes zoster,443800,2022-05-15,2.076157523565561e-6,5842,2813852000
Argentina,AR,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,9.757038179714617e-6,1012,103720000
Portugal,PT,pt.wikipedia,Q12214,Varíola,68516,2022-05-15,1.6068840579710144e-4,4435,27600000
Ukraine,UA,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.829779357322671e-4,41380,108048000
Germany,DE,pl.wikipedia,Q382370,Ospa małpia,1844932,2022-05-15,3.1260967661067936e-4,1247,3989000
Colombia,CO,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,9.83590103879159e-6,784,79708000
Greece,GR,el.wikipedia,Q12214,Ευλογιά,124317,2022-05-15,5.768557701485889e-5,1813,31429000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-15,5.278347307873343e-6,5293,1002776000
Ukraine,UA,ru.wikipedia,Q12214,Натуральная оспа,68764,2022-05-15,2.18421442321931e-5,2360,108048000
South Africa,ZA,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,9.681617623718376e-6,610,63006000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-15,2.0541236710388464e-7,578,2813852000
Canada,CA,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,7.096170951691393e-5,23375,329403000
Germany,DE,de.wikipedia,Q7692792,Tecovirimat,10506647,2022-05-15,7.573251341130377e-7,467,616644000
Morocco,MA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,9.828343313373253e-5,1231,12525000
Philippines,PH,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,4.101425134184713e-6,554,135075000
Portugal,PT,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,2.5499052892321143e-5,525,20589000
Japan,JP,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,5.99630184027472e-5,681,11357000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-15,1.7875851324092383e-7,503,2813852000
Germany,DE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,4.851116105705471e-6,695,143266000
Canada,CA,en.wikipedia,Q7692792,Tecovirimat,24383686,2022-05-15,1.5603986606072196e-6,514,329403000
Australia,AU,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,7.387322246324415e-4,3065,4149000
Spain,ES,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,4.4643772424397745e-4,871,1951000
United Kingdom,GB,en.wikipedia,Q7692792,Tecovirimat,24383686,2022-05-15,6.397451464233023e-7,490,765930000
Estonia,EE,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,2.2158229766595938e-4,731,3299000
Greece,GR,el.wikipedia,Q1037810,Εμβόλιο κατά της ευλογιάς,737720,2022-05-15,6.745362563237774e-5,2120,31429000
Finland,FI,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,2.6428054953000726e-4,731,2766000
Latvia,LV,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.048312108348494e-4,1508,4947000
Italy,IT,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,2.9707652622527946e-4,691,2326000
Algeria,DZ,ar.wikipedia,Q12214,جدري,200992,2022-05-15,7.066091769097111e-5,1098,15539000
Malaysia,MY,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,2.890528905289053e-5,1692,58536000
Singapore,SG,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,1.5955039227519613e-4,2115,13256000
France,FR,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.314295039164491e-4,2031,6128000
Kyrgyzstan,KG,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,1.4794929157345264e-4,992,6705000
Switzerland,CH,fr.wikipedia,Q12214,Variole,96078,2022-05-15,7.188516968851697e-5,1237,17208000
Canada,CA,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.47678916827853e-4,719,2068000
Germany,DE,de.wikipedia,Q847726,Lymphadenopathie,1781025,2022-05-15,2.044940030228138e-6,1261,616644000
Germany,DE,it.wikipedia,Q382370,Vaiolo delle scimmie,3197420,2022-05-15,1.3582571274878968e-4,505,3718000
Latvia,LV,ru.wikipedia,Q12214,Натуральная оспа,68764,2022-05-15,1.0794420861127956e-4,534,4947000
Italy,IT,it.wikipedia,Q7692792,Tecovirimat,9406679,2022-05-15,1.5730363070659404e-6,680,432285000
Italy,IT,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,5.695159629248198e-4,553,971000
Switzerland,CH,it.wikipedia,Q12214,Vaiolo,555706,2022-05-15,1.2641291810841984e-4,548,4335000
Moldova,MD,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.594982803965203e-4,1777,4943000
France,FR,ru.wikipedia,Q12214,Натуральная оспа,68764,2022-05-15,1.0639686684073107e-4,652,6128000
Germany,DE,de.wikipedia,Q6889412,Modified-Vaccinia-Ankara-Virus,8601738,2022-05-15,1.5584356614189061e-6,961,616644000
United Kingdom,GB,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.7213365363616513e-4,1704,4579000
South Korea,KR,ko.wikipedia,Q1037810,천연두 백신,2691937,2022-05-15,2.793526767989582e-5,1759,62967000
United States of America,US,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,1.84654274176146e-5,599,32439000
Czech Republic,CZ,cs.wikipedia,Q382370,Opičí neštovice,1760457,2022-05-15,9.55918168533853e-5,6280,65696000
Malaysia,MY,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,2.034218968495517e-4,2473,12157000
Austria,AT,de.wikipedia,Q1037810,Pockenimpfstoff,8841370,2022-05-15,3.8840203397165424e-5,2513,64701000
South Korea,KR,ko.wikipedia,Q12214,천연두,9240,2022-05-15,4.8406308066129874e-5,3048,62967000
Tunisia,TN,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-15,3.179006891676975e-4,1799,5659000
Sweden,SE,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.355048859934853e-4,721,2149000
Netherlands,NL,nl.wikipedia,Q12214,Pokken,8777,2022-05-15,1.773047871542194e-4,14178,79964000
Italy,IT,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,2.5248183917345064e-5,1498,59331000
Bulgaria,BG,bg.wikipedia,Q12214,Едра шарка,85735,2022-05-15,6.847703313253011e-5,1455,21248000
France,FR,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,1.2960456631752384e-5,881,67976000
Germany,DE,ru.wikipedia,Q12214,Натуральная оспа,68764,2022-05-15,2.2299346710219319e-4,3823,17144000
United States of America,US,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,3.0188004860962184e-4,4223,13989000
Armenia,AM,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-15,1.640223985067662e-4,703,4286000
Mexico,MX,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-15,1.3674217996990563e-5,1972,144213000
New Zealand,NZ,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,4.5845059991112425e-5,1857,40506000
United States of America,US,en.wikipedia,Q948421,Poxviridae,1548205,2022-05-15,8.710479442415593e-7,2451,2813852000
France,FR,fr.wikipedia,Q948421,Poxviridae,295343,2022-05-15,1.5555829365533386e-6,707,454492000
Italy,IT,ru.wikipedia,Q12214,Натуральная оспа,68764,2022-05-15,2.1883061049011177e-4,509,2326000
Finland,FI,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-15,3.950700143384484e-5,1295,32779000
Macau,MO,zh.wikipedia,Q382370,猴痘,39366,2022-05-15,1.4474031109939361e-4,549,3793000
United States of America,US,zh.wikipedia,Q1037810,天花疫苗,5982886,2022-05-15,1.3951263585873349e-5,525,37631000
Taiwan,TW,zh.wikipedia,Q1037810,天花疫苗,5982886,2022-05-15,6.122892989235726e-6,1182,193046000
Belgium,BE,fr.wikipedia,Q12214,Variole,96078,2022-05-22,6.48762229956005e-5,1976,30458000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-22,5.79551750956939e-5,11401,196721000
Australia,AU,zh.wikipedia,Q382370,猴痘,39366,2022-05-22,4.8107977825982164e-4,1996,4149000
Austria,AT,de.wikipedia,Q12214,Pocken,4049,2022-05-22,1.9140353317568506e-4,12384,64701000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-22,5.424780347857271e-4,15127,27885000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-22,6.489443158515442e-5,29494,454492000
Spain,ES,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-22,2.752434648898001e-4,537,1951000
United Kingdom,GB,en.wikipedia,Q182155,Herpes zoster,443800,2022-05-22,2.760043345997676e-6,2114,765930000
Estonia,EE,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-22,2.9554410427402243e-4,975,3299000
United Kingdom,GB,zh.wikipedia,Q382370,猴痘,39366,2022-05-22,5.034638311583696e-4,3125,6207000
Greece,GR,el.wikipedia,Q1037810,Εμβόλιο κατά της ευλογιάς,737720,2022-05-22,2.2736962677781666e-4,7146,31429000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-22,2.840518975411642e-5,79928,2813852000
Singapore,SG,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-22,1.0916369144217245e-4,6054,55458000
United States of America,US,en.wikipedia,Q7692792,Tecovirimat,24383686,2022-05-22,2.2645114241971503e-6,6372,2813852000
Latvia,LV,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-22,2.3246411966848594e-4,1150,4947000
Italy,IT,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-05-22,2.0206362854686155e-4,470,2326000
