project,page_name,redirect_name,date,views
bg.wikipedia,Вариола при маймуните,NA,2022-01-01,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-02,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-03,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-03,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-04,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-04,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-05,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-06,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-07,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-08,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-08,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-09,4
bg.wikipedia,Вариола при маймуните,NA,2022-01-10,6
bg.wikipedia,Вариола при маймуните,NA,2022-01-11,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-12,3
bg.wikipedia,Вариола при маймуните,NA,2022-01-13,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-14,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-15,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-16,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-16,3
bg.wikipedia,Вариола при маймуните,NA,2022-01-17,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-17,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-18,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-18,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-19,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-20,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-22,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-23,0
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-23,2
bg.wikipedia,Вариола при маймуните,NA,2022-01-24,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-24,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-25,5
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-25,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-26,3
bg.wikipedia,Вариола при маймуните,NA,2022-01-27,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-28,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-28,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-29,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-29,0
bg.wikipedia,Вариола при маймуните,NA,2022-01-30,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-01-30,1
bg.wikipedia,Вариола при маймуните,NA,2022-01-31,4
bg.wikipedia,Вариола при маймуните,NA,2022-02-01,2
bg.wikipedia,Вариола при маймуните,Симиан вариола,2022-02-01,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-02,2
bg.wikipedia,Вариола при маймуните,NA,2022-02-03,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-03,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-04,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-05,4
bg.wikipedia,Вариола при маймуните,NA,2022-02-06,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-06,3
bg.wikipedia,Вариола при маймуните,NA,2022-02-07,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-07,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-08,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-08,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-09,2
bg.wikipedia,Вариола при маймуните,NA,2022-02-11,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-12,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-13,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-13,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-14,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-14,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-15,1
bg.wikipedia,Вариола при маймуните,Симиан вариола,2022-02-15,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-16,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-16,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-17,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-17,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-18,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-18,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-19,0
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-19,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-22,4
bg.wikipedia,Вариола при маймуните,NA,2022-02-23,2
bg.wikipedia,Вариола при маймуните,NA,2022-02-24,0
bg.wikipedia,Вариола при маймуните,NA,2022-02-25,5
bg.wikipedia,Вариола при маймуните,NA,2022-02-26,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-02-26,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-27,1
bg.wikipedia,Вариола при маймуните,NA,2022-02-28,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-03-01,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-02,0
bg.wikipedia,Вариола при маймуните,NA,2022-03-03,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-04,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-05,0
bg.wikipedia,Вариола при маймуните,NA,2022-03-07,4
bg.wikipedia,Вариола при маймуните,NA,2022-03-09,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-10,4
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-03-10,3
bg.wikipedia,Вариола при маймуните,NA,2022-03-11,2
bg.wikipedia,Вариола при маймуните,NA,2022-03-13,5
bg.wikipedia,Вариола при маймуните,NA,2022-03-14,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-03-14,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-16,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-17,3
bg.wikipedia,Вариола при маймуните,NA,2022-03-18,2
bg.wikipedia,Вариола при маймуните,NA,2022-03-19,2
bg.wikipedia,Вариола при маймуните,NA,2022-03-20,2
bg.wikipedia,Вариола при маймуните,NA,2022-03-21,0
bg.wikipedia,Вариола при маймуните,NA,2022-03-22,3
bg.wikipedia,Вариола при маймуните,NA,2022-03-23,0
bg.wikipedia,Вариола при маймуните,NA,2022-03-24,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-25,5
bg.wikipedia,Вариола при маймуните,NA,2022-03-26,4
bg.wikipedia,Вариола при маймуните,NA,2022-03-27,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-03-27,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-28,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-03-28,0
bg.wikipedia,Вариола при маймуните,NA,2022-03-29,1
bg.wikipedia,Вариола при маймуните,NA,2022-03-30,5
bg.wikipedia,Вариола при маймуните,NA,2022-03-31,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-01,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-01,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-02,3
bg.wikipedia,Вариола при маймуните,NA,2022-04-03,2
bg.wikipedia,Вариола при маймуните,NA,2022-04-04,0
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-04,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-05,0
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-05,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-06,4
bg.wikipedia,Вариола при маймуните,NA,2022-04-07,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-08,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-08,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-09,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-10,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-11,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-11,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-12,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-14,2
bg.wikipedia,Вариола при маймуните,NA,2022-04-15,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-16,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-16,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-17,3
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-17,0
bg.wikipedia,Вариола при маймуните,NA,2022-04-18,4
bg.wikipedia,Вариола при маймуните,NA,2022-04-19,3
bg.wikipedia,Вариола при маймуните,NA,2022-04-20,1
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-20,2
bg.wikipedia,Вариола при маймуните,NA,2022-04-21,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-22,2
bg.wikipedia,Вариола при маймуните,NA,2022-04-23,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-24,6
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-24,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-25,2
bg.wikipedia,Вариола при маймуните,NA,2022-04-26,4
bg.wikipedia,Вариола при маймуните,NA,2022-04-27,1
bg.wikipedia,Вариола при маймуните,NA,2022-04-29,2
bg.wikipedia,Вариола при маймуните,Шарка по маймуните,2022-04-30,1
bg.wikipedia,Вариола при маймуните,NA,2022-05-01,1
bg.wikipedia,Вариола при маймуните,NA,2022-05-02,4
bg.wikipedia,Вариола при маймуните,NA,2022-05-03,2
bg.wikipedia,Вариола при маймуните,NA,2022-05-04,0
bg.wikipedia,Вариола при маймуните,NA,2022-05-06,3
