project,date,pageviews
af.wikipedia,2022-01-01,48094
af.wikipedia,2022-01-02,50794
af.wikipedia,2022-01-03,49138
af.wikipedia,2022-01-04,51407
af.wikipedia,2022-01-05,54129
af.wikipedia,2022-01-06,51501
af.wikipedia,2022-01-07,49169
af.wikipedia,2022-01-08,47747
af.wikipedia,2022-01-09,48811
af.wikipedia,2022-01-10,49429
af.wikipedia,2022-01-11,46856
af.wikipedia,2022-01-12,50013
af.wikipedia,2022-01-13,53088
af.wikipedia,2022-01-14,47897
af.wikipedia,2022-01-15,49605
af.wikipedia,2022-01-16,57159
af.wikipedia,2022-01-17,63018
af.wikipedia,2022-01-18,60077
af.wikipedia,2022-01-19,65556
af.wikipedia,2022-01-20,65654
af.wikipedia,2022-01-21,51594
af.wikipedia,2022-01-22,52915
af.wikipedia,2022-01-23,65342
af.wikipedia,2022-01-24,77602
af.wikipedia,2022-01-25,80301
af.wikipedia,2022-01-26,100072
af.wikipedia,2022-01-27,83724
af.wikipedia,2022-01-28,72205
af.wikipedia,2022-01-29,95177
af.wikipedia,2022-01-30,100481
af.wikipedia,2022-01-31,83796
af.wikipedia,2022-02-01,76730
af.wikipedia,2022-02-02,86279
af.wikipedia,2022-02-03,72510
af.wikipedia,2022-02-04,54880
af.wikipedia,2022-02-05,57845
af.wikipedia,2022-02-06,75826
af.wikipedia,2022-02-07,98474
af.wikipedia,2022-02-08,92169
af.wikipedia,2022-02-09,97131
af.wikipedia,2022-02-10,99936
af.wikipedia,2022-02-11,72541
af.wikipedia,2022-02-12,75817
af.wikipedia,2022-02-13,104572
af.wikipedia,2022-02-14,103301
af.wikipedia,2022-02-15,120489
af.wikipedia,2022-02-16,107233
af.wikipedia,2022-02-17,96764
af.wikipedia,2022-02-18,76061
af.wikipedia,2022-02-19,81417
af.wikipedia,2022-02-20,104715
af.wikipedia,2022-02-21,106228
af.wikipedia,2022-02-22,114022
af.wikipedia,2022-02-23,201056
af.wikipedia,2022-02-24,186821
af.wikipedia,2022-02-25,143985
af.wikipedia,2022-02-26,128730
af.wikipedia,2022-02-27,156715
af.wikipedia,2022-02-28,177810
af.wikipedia,2022-03-01,167653
af.wikipedia,2022-03-02,198627
af.wikipedia,2022-03-03,172346
af.wikipedia,2022-03-04,130794
af.wikipedia,2022-03-05,117034
af.wikipedia,2022-03-06,134477
af.wikipedia,2022-03-07,142293
af.wikipedia,2022-03-08,134956
af.wikipedia,2022-03-09,132697
af.wikipedia,2022-03-10,129329
af.wikipedia,2022-03-11,95702
af.wikipedia,2022-03-12,94715
af.wikipedia,2022-03-13,113139
af.wikipedia,2022-03-14,128994
af.wikipedia,2022-03-15,119026
af.wikipedia,2022-03-16,110242
af.wikipedia,2022-03-17,94431
af.wikipedia,2022-03-18,70421
af.wikipedia,2022-03-19,65038
af.wikipedia,2022-03-20,64293
af.wikipedia,2022-03-21,76070
af.wikipedia,2022-03-22,75744
af.wikipedia,2022-03-23,83651
af.wikipedia,2022-03-24,80286
af.wikipedia,2022-03-25,70461
af.wikipedia,2022-03-26,59154
af.wikipedia,2022-03-27,56633
af.wikipedia,2022-03-28,66244
af.wikipedia,2022-03-29,63330
af.wikipedia,2022-03-30,75838
af.wikipedia,2022-03-31,67813
af.wikipedia,2022-04-01,59045
af.wikipedia,2022-04-02,58996
af.wikipedia,2022-04-03,63414
af.wikipedia,2022-04-04,73021
af.wikipedia,2022-04-05,73697
af.wikipedia,2022-04-06,79197
af.wikipedia,2022-04-07,81957
af.wikipedia,2022-04-08,82034
af.wikipedia,2022-04-09,58197
af.wikipedia,2022-04-10,74833
af.wikipedia,2022-04-11,100734
af.wikipedia,2022-04-12,95889
af.wikipedia,2022-04-13,88425
af.wikipedia,2022-04-14,70049
af.wikipedia,2022-04-15,70125
af.wikipedia,2022-04-16,68725
af.wikipedia,2022-04-17,68044
af.wikipedia,2022-04-18,89627
af.wikipedia,2022-04-19,105526
af.wikipedia,2022-04-20,98548
af.wikipedia,2022-04-21,94463
af.wikipedia,2022-04-22,72773
af.wikipedia,2022-04-23,71520
af.wikipedia,2022-04-24,87200
af.wikipedia,2022-04-25,100100
