country_long,iso2,project,wikidata_id,page_title,page_id,date,pct_pageviews,pageviews,pageviews_ceil
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-06-13,1.2906265512338356e-6,767,594285000
Germany,DE,de.wikipedia,Q1037810,Pockenimpfstoff,8841370,2022-06-13,9.002414666363781e-7,535,594285000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-13,2.5843210073276425e-7,686,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-13,1.083063449731775e-6,1023,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-13,2.083279179376365e-7,553,2654469000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-13,1.8986848217101046e-7,504,2654469000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-06-13,1.7932023316150988e-7,476,2654469000
Poland,PL,pl.wikipedia,Q182155,Półpasiec,28946,2022-06-14,3.3492009520571236e-6,591,176460000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-06-14,3.0848525549677046e-6,565,183153000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-14,8.247374656315276e-7,779,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-14,2.8932340140344455e-7,768,2654469000
United States of America,US,en.wikipedia,Q86,Headache,69893,2022-06-14,1.8610125038190313e-7,494,2654469000
India,IN,en.wikipedia,Q382370,Monkeypox,242702,2022-06-14,6.802175508009636e-7,458,673314000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-14,4.426497352201137e-7,1175,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-14,2.7161741199464e-7,721,2654469000
Romania,RO,ro.wikipedia,Q12214,Variolă,124976,2022-06-14,2.5001034811043503e-5,604,24159000
France,FR,fr.wikipedia,Q182155,Zona,24621,2022-06-14,1.1554552420213612e-6,472,408497000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-14,2.7924816538061935e-6,2040,730533000
Poland,PL,pl.wikipedia,Q382370,Ospa małpia,1844932,2022-06-14,4.012240734444066e-6,708,176460000
Ukraine,UA,uk.wikipedia,Q382370,Віспа мавп,2434657,2022-06-14,8.96460654304685e-6,482,53767000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-14,2.544575652291681e-6,977,383954000
Brazil,BR,pt.wikipedia,Q182155,Herpes zoster,623734,2022-06-14,2.7845571735106715e-6,510,183153000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-14,2.599389934484072e-7,690,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-14,1.2325983643721977e-5,734,59549000
Germany,DE,en.wikipedia,Q382370,Monkeypox,242702,2022-06-14,3.8617217557961585e-6,540,139834000
Ukraine,UA,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-06-14,8.39378925948863e-6,759,90424000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-14,1.9514260667576076e-7,518,2654469000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-06-14,2.418562808606919e-7,642,2654469000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-15,2.0828355236957388e-5,523,25110000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-15,1.7601108453672855e-6,719,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,3.2963278154689317e-6,8750,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-15,3.7634645573182435e-7,999,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-15,2.5004837746199212e-6,1486,594285000
United States of America,US,en.wikipedia,Q9690,Fatigue,235562,2022-06-15,1.913753748866534e-7,508,2654469000
Australia,AU,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,3.5813731531372922e-6,773,215839000
Poland,PL,pl.wikipedia,Q182155,Półpasiec,28946,2022-06-15,2.8221693301598095e-6,498,176460000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-15,8.985406511672117e-7,605,673314000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-06-15,2.9756542344378745e-6,545,183153000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-15,3.092500817855831e-6,2921,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-15,2.836725537197835e-7,753,2654469000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-06-15,1.010113669118845e-5,806,79793000
India,IN,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,1.0633968698111135e-6,716,673314000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-15,4.6487640277584707e-7,1234,2654469000
Georgia,GE,ka.wikipedia,Q382370,მაიმუნის ყვავილი,533133,2022-06-15,3.8505841698206354e-4,2340,6077000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-15,3.254888265788751e-7,864,2654469000
Romania,RO,ro.wikipedia,Q12214,Variolă,124976,2022-06-15,2.106875284573037e-5,509,24159000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-06-15,2.9386568928311954e-6,542,184438000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,2.787006199583044e-6,2036,730533000
Poland,PL,pl.wikipedia,Q382370,Ospa małpia,1844932,2022-06-15,5.667006687067891e-6,1000,176460000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-15,2.6721951067054906e-6,1026,383954000
United Kingdom,GB,en.wikipedia,Q186235,Myocarditis,452461,2022-06-15,1.2689365162148734e-6,927,730533000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-15,2.667200106688004e-7,708,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-15,1.1167274009639121e-5,665,59549000
Germany,DE,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,4.712730809388275e-6,659,139834000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-06-15,1.9024520534992122e-7,505,2654469000
Ukraine,UA,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-06-15,7.719189595682561e-6,698,90424000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-15,3.71184795186667e-6,3506,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-15,2.2904769277772693e-7,608,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-15,7.049570791438208e-6,2205,312785000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-15,1.89115035813189e-7,502,2654469000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-06-15,1.827107417717065e-7,485,2654469000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-06-16,2.7711662699761985e-6,489,176460000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-16,1.8837116686579052e-5,473,25110000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-16,1.37087910070331e-6,560,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-16,3.04430000877765e-6,8081,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-16,2.8329583054087275e-7,752,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-16,2.0528870827969744e-6,1220,594285000
Australia,AU,en.wikipedia,Q382370,Monkeypox,242702,2022-06-16,2.59452647575276e-6,560,215839000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-16,7.797253584508862e-7,525,673314000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-06-16,2.871915829934536e-6,526,183153000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-16,1.9819108288346852e-6,1872,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-16,2.7764498285721175e-7,737,2654469000
India,IN,en.wikipedia,Q382370,Monkeypox,242702,2022-06-16,1.0292374731551698e-6,693,673314000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-16,3.940524451406289e-7,1046,2654469000
Georgia,GE,ka.wikipedia,Q382370,მაიმუნის ყვავილი,533133,2022-06-16,1.5468158630903406e-4,940,6077000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-16,2.8329583054087275e-7,752,2654469000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-16,2.295584183055386e-6,1677,730533000
Poland,PL,pl.wikipedia,Q382370,Ospa małpia,1844932,2022-06-16,5.394990366088632e-6,952,176460000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-16,2.3935158899243137e-6,919,383954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-16,3.684352689746989e-7,978,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-16,1.0579522745973903e-5,630,59549000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-06-16,1.7140904640438447e-7,455,2654469000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-17,1.1334232564743438e-06,463,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-17,2.2644830284324285e-6,6011,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-17,2.1021153383219015e-7,558,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-17,2.640147404023322e-6,1569,594285000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-17,1.19528703298844e-6,1129,944543000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-17,6.173574636600948e-7,451,730533000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-17,2.667200106688004e-7,708,2654469000
India,IN,en.wikipedia,Q382370,Monkeypox,242702,2022-06-17,6.831879331188717e-7,460,673314000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-17,3.435715391665904e-7,912,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-17,2.433631735763349e-7,646,2654469000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-17,1.8329083011992613e-6,1339,730533000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-17,1.7944857977778587e-6,689,383954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-17,2.561717616592998e-7,680,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-17,1.0579522745973903e-5,630,59549000
Taiwan,TW,zh.wikipedia,Q382370,猴痘,39366,2022-06-17,3.5133757685509495e-6,648,184438000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-06-17,4.889866862261342e-7,1298,2654469000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-17,2.849470130747594e-6,1164,408497000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-06-17,1.2788476909227055e-6,760,594285000
Germany,DE,de.wikipedia,Q1037810,Pockenimpfstoff,8841370,2022-06-17,9.103376326173469e-7,541,594285000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-17,2.3808904907158456e-7,632,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-17,1.778637923313179e-6,1680,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-17,2.0267707025397547e-7,538,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-17,5.185670668350464e-6,1622,312785000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-17,1.9740294574922518e-7,524,2654469000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-06-17,1.7479955501458107e-7,464,2654469000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-18,1.5811071818883551e-6,4197,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-18,1.9853311528595739e-7,527,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-18,1.751684797698074e-6,1041,594285000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-18,5.632353423825067e-7,532,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-18,2.3281492456683426e-7,618,2654469000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-18,4.177860054120052e-7,1109,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-18,2.128485960845653e-7,565,2654469000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-18,1.8068998936393017e-6,1320,730533000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-18,1.6824932153330869e-6,646,383954000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-18,8.530789769769434e-6,508,59549000
Germany,DE,en.wikipedia,Q382370,Monkeypox,242702,2022-06-18,3.933235121644235e-6,550,139834000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-18,2.3182544792250618e-6,947,408497000
Chile,CL,es.wikipedia,Q382370,Viruela símica,90956,2022-06-18,1.0654722195749548e-5,559,52465000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-06-18,1.132453284198659e-6,673,594285000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-18,1.8647797356081386e-7,495,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-18,1.2916299205012372e-6,1220,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-18,2.2075978284169074e-7,586,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-18,5.048196045206771e-6,1579,312785000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-19,1.4051510782208927e-6,574,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-19,1.896801205815551e-6,5035,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-19,2.1247187290565457e-7,564,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-19,1.2014437517352784e-6,714,594285000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-19,2.1322531926347605e-7,566,2654469000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-19,3.5411978817609097e-7,940,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-19,1.7856678680368842e-7,474,2654469000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-19,1.9547371576643357e-6,1428,730533000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-19,1.3777692119368466e-6,529,383954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-19,1.8497108084517093e-7,491,2654469000
Germany,DE,en.wikipedia,Q382370,Monkeypox,242702,2022-06-19,3.346825521690004e-6,468,139834000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-20,1.414943071797345e-6,578,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-20,1.359217229509932e-6,3608,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-20,1.8534780402408165e-7,492,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-20,1.8997618987522822e-6,1129,594285000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-06-20,3.674523485828788e-6,673,183153000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-20,2.686036265633541e-7,713,2654469000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-20,3.601473590386627e-7,956,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-20,2.4524678947088854e-7,651,2654469000
Bulgaria,BG,bg.wikipedia,Q582687,Антипиретик,661154,2022-06-20,8.712024833341815e-5,1712,19651000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-20,1.5755619527112396e-6,1151,730533000
Brazil,BR,pt.wikipedia,Q182155,Herpes zoster,623734,2022-06-20,3.0084137305968236e-6,551,183153000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-20,2.1774599741040487e-7,578,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-20,1.1587096340828562e-5,690,59549000
Germany,DE,en.wikipedia,Q382370,Monkeypox,242702,2022-06-20,3.246706809502696e-6,454,139834000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-20,2.192528901260478e-7,582,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-20,1.005777397111619e-6,950,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-20,2.0267707025397547e-7,538,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-20,2.8901641702767076e-6,904,312785000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-20,1.8007367951933136e-7,478,2654469000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-21,1.3426414096378597e-6,3564,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-21,1.9702622257031445e-7,523,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-21,1.5665884213803142e-6,931,594285000
Poland,PL,pl.wikipedia,Q182155,Półpasiec,28946,2022-06-21,2.60682307605123e-6,460,176460000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-21,5.822921772751479e-7,550,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-21,2.810354914674084e-7,746,2654469000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-21,3.914153828882537e-7,1039,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-21,2.576786543749428e-7,684,2654469000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-21,2.3968800861836493e-6,1751,730533000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-21,1.1980601842929101e-6,460,383954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-21,2.245270146307981e-7,596,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-21,1.2409948109959865e-5,739,59549000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-06-21,1.7366938547784886e-7,461,2654469000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-06-22,6.940138227841864e-7,507,730533000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-22,1.2778551617270138e-6,522,408497000
South Korea,KR,ko.wikipedia,Q6900886,원숭이두창 바이러스,3227128,2022-06-22,1.0796099706216319e-5,599,55483000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-22,1.244316659942158e-6,3303,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-22,1.8534780402408165e-7,492,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-22,1.3949535997038457e-6,829,594285000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-22,2.6668981719201773e-6,2519,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-22,2.640829484164253e-7,701,2654469000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-06-22,9.161204616946348e-6,731,79793000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-22,4.147722199807193e-7,1101,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-22,2.9045357094017676e-7,771,2654469000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-06-22,5.7417668810115055e-6,1059,184438000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-22,1.995803064337956e-6,1458,730533000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-22,1.9401243713902855e-7,515,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-22,1.0092528841794152e-5,601,59549000
Taiwan,TW,zh.wikipedia,Q1037810,天花疫苗,5982886,2022-06-22,3.0850475498541515e-6,569,184438000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-22,3.870654909305347e-6,3656,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-22,2.2151322919951222e-7,588,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-22,2.7622807999104818e-6,864,312785000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-06-22,2.105882570111009e-7,559,2654469000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-06-22,1.804504026982421e-7,479,2654469000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-23,1.5373429915029977e-6,628,408497000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-23,2.795285987517654e-7,742,2654469000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-23,1.2536072759702836e-6,745,594285000
South Africa,ZA,af.wikipedia,Q12214,Pokke,95424,2022-06-23,0.001188732394366197,844,710000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-23,8.59925681034406e-7,579,673314000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-23,1.8866266543714792e-6,1782,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-23,3.160707471061067e-7,839,2654469000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-06-23,6.504329953755342e-6,519,79793000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-23,4.0912137229705827e-7,1086,2654469000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-06-23,2.4260972721851337e-7,644,2654469000
United States of America,US,zh.wikipedia,Q382370,猴痘,39366,2022-06-23,1.3329986893109122e-5,478,35859000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-06-23,6.191782604452445e-6,1142,184438000
Ukraine,UA,uk.wikipedia,Q382370,Віспа мавп,2434657,2022-06-23,1.2498372607733369e-5,672,53767000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-06-23,1.2475452788615304e-6,479,383954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-23,2.3884249542940604e-7,634,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-23,1.068028010545937e-5,636,59549000
Taiwan,TW,zh.wikipedia,Q1037810,天花疫苗,5982886,2022-06-23,3.0958913022262225e-6,571,184438000
Ukraine,UA,ru.wikipedia,Q382370,Оспа обезьян,2609064,2022-06-23,2.6873396443422102e-5,2430,90424000
United States of America,US,en.wikipedia,Q182155,Herpes zoster,443800,2022-06-24,5.60187367040263e-7,1487,2654469000
Taiwan,TW,zh.wikipedia,Q382370,猴痘,39366,2022-06-24,1.2092410457714788e-4,22303,184438000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-06-24,5.74502847838871e-7,1525,2654469000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-24,2.7711341821359765e-6,1132,408497000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-06-24,1.1341359785288204e-6,674,594285000
Bulgaria,BG,bg.wikipedia,Q12214,Едра шарка,85735,2022-06-24,2.976947738028599e-5,585,19651000
Taiwan,TW,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-24,3.113508212797254e-5,508,16316000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-24,1.9702622257031445e-7,523,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-24,2.575848849655336e-6,2433,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-24,1.9288226760229636e-7,512,2654469000
Japan,JP,zh.wikipedia,Q382370,猴痘,39366,2022-06-24,4.9749013983506635e-5,555,11156000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-25,1.1554552420213612e-6,472,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-25,1.727652498484631e-6,4586,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-25,2.3356837092465574e-7,620,2654469000
Taiwan,TW,zh.wikipedia,Q6900886,猴痘病毒,7988264,2022-06-25,5.313438662314707e-6,980,184438000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-25,8.834145233347637e-7,525,594285000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-25,1.3886537336220546e-6,935,673314000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-06-25,1.083063449731775e-6,1023,944543000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-06-25,2.768915364993903e-7,735,2654469000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-06-25,1.7282217738398104e-5,1379,79793000
India,IN,en.wikipedia,Q382370,Monkeypox,242702,2022-06-25,1.4346946595496306e-6,966,673314000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-06-25,4.046006941501295e-7,1074,2654469000
United States of America,US,zh.wikipedia,Q382370,猴痘,39366,2022-06-25,4.286232187177557e-5,1537,35859000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-06-25,3.306802285863e-5,6099,184438000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-06-25,1.7343501251825721e-6,1267,730533000
Ukraine,UA,ru.wikipedia,Q199615,Энцефалит,13802,2022-06-25,6.2041051048394235e-6,561,90424000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-06-25,1.868546967397246e-7,496,2654469000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-06-25,9.152126819929805e-6,545,59549000
Taiwan,TW,zh.wikipedia,Q1037810,天花疫苗,5982886,2022-06-25,2.6393693273620402e-5,4868,184438000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-06-25,3.116301955705917e-6,1273,408497000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-06-25,8.850972176649251e-7,526,594285000
Taiwan,TW,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-25,3.744790389801422e-5,611,16316000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-06-25,2.0267707025397547e-7,538,2654469000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-06-25,1.72570227083362e-6,1630,944543000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-06-25,1.932589907812071e-7,513,2654469000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-06-25,3.043624214716179e-6,952,312785000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-06-26,1.1113912709273263e-6,454,408497000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-06-26,1.6323415342202151e-6,4333,2654469000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-06-26,2.030537934328862e-7,539,2654469000
Taiwan,TW,zh.wikipedia,Q6900886,猴痘病毒,7988264,2022-06-26,2.9928756546915496e-6,552,184438000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-06-26,1.0903859259446226e-6,648,594285000
