country_long,iso2,project,wikidata_id,page_title,page_id,date,pct_pageviews,pageviews,pageviews_ceil
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-20,1.076686066415611e-5,629,58420000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-21,3.446792236351468e-6,721,209180000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-21,1.0565404515156695e-6,680,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-21,2.5200668719007244e-7,713,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-21,8.673554142558734e-7,2454,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-21,2.947736004439276e-7,834,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-21,2.8881118338928646e-6,745,257954000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-21,1.1092675543940625e-6,472,425506000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-21,6.651845516012852e-7,1882,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-21,1.2529955494693598e-5,732,58420000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-21,5.715214771197015e-7,1617,2829290000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-21,1.6081773165705884e-7,455,2829290000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-22,3.33683908595468e-6,698,209180000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-22,8.918444399558739e-7,574,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-22,2.0959321950029865e-7,593,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-22,3.1845445323738464e-7,901,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-22,2.7780821336801813e-7,786,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-22,3.4696108608511595e-6,895,257954000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-22,1.1915225637241307e-6,507,425506000
United Kingdom,GB,en.wikipedia,Q186235,Myocarditis,452461,2022-04-22,7.299660418727773e-7,546,747980000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-22,3.166872254169774e-7,896,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-22,1.0629921259842519e-5,621,58420000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-22,9.881760693587731e-7,636,643610000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-23,7.706530352231942e-7,496,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-23,2.1595523965376472e-7,611,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-23,2.88765025854543e-7,817,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-23,2.5872215290761994e-7,732,2829290000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-23,4.7220327361281454e-7,1336,2829290000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-23,4.167123200520272e-7,1179,2829290000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-24,9.959447491493297e-7,641,643610000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-24,5.213322070201358e-7,1475,2829290000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-24,2.0711910055172852e-7,586,2829290000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-04-25,6.176635738923501e-7,462,747980000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-25,1.1466571370861236e-6,738,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-25,2.7073930208638917e-7,766,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-25,2.937132637516833e-7,831,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-25,3.078510863149412e-7,871,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-25,2.5120757964598338e-6,648,257954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-25,2.7498064885536655e-7,778,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-25,1.2084902430674426e-5,706,58420000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-25,1.8273135663010862e-7,517,2829290000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-04-26,6.57771598171074e-7,492,747980000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-26,1.0347881481021115e-6,666,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-26,2.7144619321455204e-7,768,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-26,3.4248875159492313e-7,969,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-26,3.308250479802353e-7,936,2829290000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-26,5.736421505041901e-7,1623,2829290000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-26,4.89168660688724e-7,1384,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-26,7.489007318096363e-7,482,643610000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-04-26,2.65084173061086e-7,750,2829290000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-26,2.0888632837213575e-7,591,2829290000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-27,2.500239028587819e-6,523,209180000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-27,1.1357809853793447e-6,731,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-27,2.608428262921086e-7,738,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-27,3.0237949401831336e-6,780,257954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-27,2.944201548798462e-7,833,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-27,9.962341663813763e-6,582,58420000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-27,4.7467739256138467e-7,1343,2829290000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-04-27,2.304465077811041e-7,652,2829290000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-27,6.692447389025036e-7,618,923429000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-04-28,2.9065876278802946e-6,608,209180000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-04-28,1.5058988530445004e-6,670,444917000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-04-28,1.1746243843321266e-6,756,643610000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-04-28,2.6685140088149325e-7,755,2829290000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-28,4.4887586638343897e-7,1270,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-28,2.930063726235204e-7,829,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-28,2.9230017755103623e-6,754,257954000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-04-28,1.2596767143119017e-6,536,425506000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-28,2.9548049157209053e-7,836,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-28,1.187949332420404e-5,694,58420000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-04-28,1.8732614896316744e-7,530,2829290000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-28,2.5059290493374664e-7,709,2829290000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-04-28,1.6046428609297738e-7,454,2829290000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-29,2.6555122231095466e-6,685,257954000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-04-29,1.958088425011222e-7,554,2829290000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-04-29,1.0783978089695309e-5,630,58420000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-29,4.092899632063168e-7,1158,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-29,6.991811811500753e-7,450,643610000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-04-30,3.1845445323738464e-7,901,2829290000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-04-30,2.495325682415023e-7,706,2829290000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-30,1.8956868278840414e-6,489,257954000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-04-30,2.6787721841878787e-6,691,257954000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-04-30,4.478155296911946e-7,1267,2829290000
Japan,JP,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-30,3.6447000310848615e-5,469,12868000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-04-30,3.248164733908507e-7,919,2829290000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-04-30,7.053961249825205e-7,454,643610000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-04-30,2.1383456626927603e-7,605,2829290000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-04-30,5.512064273485022e-7,509,923429000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-04-30,2.194896952945792e-7,621,2829290000
United States of America,US,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-04-30,1.677784515868203e-5,830,49470000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-01,4.307262784254467e-7,1212,2813852000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-05-02,6.0188267857376e-7,461,765930000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-02,1.0394976680223921e-6,641,616644000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-02,2.3562006814857355e-7,663,2813852000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-05-02,3.3441701980061495e-07,941,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-02,2.725800788385459e-7,767,2813852000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-05-02,2.8128010940397626e-6,543,193046000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-05-02,4.511877997990116e-6,871,193046000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-02,2.1642929336724176e-7,609,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-03,8.335441518931506e-7,514,616644000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-03,2.736462329930643e-7,770,2813852000
United States of America,US,en.wikipedia,Q86,Headache,69893,2022-05-03,1.7982466739544227e-7,506,2813852000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-05-03,2.992339327015067e-7,842,2813852000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-03,3.521862557092555e-7,991,2813852000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-03,1.8160159098630632e-7,511,2813852000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-03,2.1820621695810584e-7,614,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-04,2.9070469946535924e-7,818,2813852000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-04,3.422354836004168e-7,963,2813852000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-04,2.1465236977637772e-7,604,2813852000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-05,2.270908349124261e-7,639,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-05,8.883422167555008e-6,520,58536000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-05,5.594469751968536e-7,561,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-05,2.9781239382881543e-7,838,2813852000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-05,1.6489850923218422e-7,464,2813852000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-06,2.0647852125840306e-7,581,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-06,9.447177805111385e-6,553,58536000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-06,3.895016511174006e-7,1096,2813852000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-06,1.9617236443139157e-7,552,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-06,6.501950585175552e-7,652,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-06,2.455708402574123e-7,691,2813852000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-06,2.338431445577095e-7,658,2813852000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-07,4.452970518705319e-7,1253,2813852000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-07,7.751636276360429e-7,478,616644000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-07,2.3526468343040076e-7,662,2813852000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-08,2.7145042979651384e-6,534,196721000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-05-08,6.358283394043842e-7,487,765930000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-08,1.1947405014829744e-6,543,454492000
Italy,IT,it.wikipedia,Q12214,Vaiolo,555706,2022-05-08,1.124258301814775e-6,486,432285000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-08,2.4592622497558507e-7,692,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-08,8.080497471641382e-6,473,58536000
Finland,FI,fi.wikipedia,Q382370,Apinarokko,1183752,2022-05-08,1.057158215373589e-5,531,50229000
Ireland,IE,en.wikipedia,Q382370,Monkeypox,242702,2022-05-08,9.174989385072643e-6,497,54169000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-08,5.103324552961563e-7,1436,2813852000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-08,2.0335882616225895e-6,1254,616644000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-08,1.8195697570447914e-7,512,2813852000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-09,2.328170352936392e-6,458,196721000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-05-09,9.30894468162887e-7,713,765930000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-09,5.131755330415388e-7,1444,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-09,7.718573240683861e-7,774,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-09,1.9723851858590998e-7,555,2813852000
Canada,CA,en.wikipedia,Q382370,Monkeypox,242702,2022-05-09,1.5209333248331072e-6,501,329403000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-10,1.0561242002059443e-6,480,454492000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-10,4.890093722057876e-7,1376,2813852000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-10,5.668386254856333e-7,1595,2813852000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-10,8.303007894344225e-7,512,616644000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-10,2.3952930004847445e-7,674,2813852000
United Kingdom,GB,en.wikipedia,Q40878,Diarrhea,53951,2022-05-11,6.071050879323175e-7,465,765930000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-11,4.6022321003378997e-7,1295,2813852000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-11,4.0549396343517714e-7,1141,2813852000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-11,1.613446620504561e-7,454,2813852000
Taiwan,TW,zh.wikipedia,Q208726,尖锐湿疣,486744,2022-05-12,3.522476508189758e-6,680,193046000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-12,1.7982466739544227e-7,506,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-12,1.2419707530408638e-5,727,58536000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-12,1.879985159134169e-7,529,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-12,6.132974861783688e-7,615,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-12,2.0896621428561274e-7,588,2813852000
United States of America,US,en.wikipedia,Q101971,Wart,34049,2022-05-12,1.8657697704072567e-7,525,2813852000
United States of America,US,en.wikipedia,Q38933,Fever,46253,2022-05-12,1.6347697035949296e-7,460,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-13,9.876038686827407e-7,609,616644000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-13,7.533325499719295e-7,577,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-13,3.070523965013085e-7,864,2813852000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-05-13,3.127385519920735e-7,880,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-13,2.7542315658392834e-7,775,2813852000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-13,4.62000133624654e-7,1300,2813852000
Japan,JP,ja.wikipedia,Q12214,天然痘,31036,2022-05-13,6.312476565055407e-7,633,1002776000
United States of America,US,en.wikipedia,Q199615,Encephalitis,37636,2022-05-13,2.8537392869276705e-7,803,2813852000
United States of America,US,en.wikipedia,Q382370,Monkeypox,242702,2022-05-14,4.5276013095216094e-7,1274,2813852000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-05-14,5.31524488021253e-7,533,1002776000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-14,7.274816236470696e-6,5572,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-14,2.509016110300044e-7,706,2813852000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-05-14,2.409508389211657e-7,678,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-14,2.2353698773069798e-7,629,2813852000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-14,4.634216724973453e-7,1304,2813852000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-14,1.1023296339649544e-6,501,454492000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-14,8.935463573796226e-7,551,616644000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-14,1.7698158965005978e-7,498,2813852000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-05-15,2.5123545683412245e-6,485,193046000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-05-15,5.07226508949904e-6,3885,765930000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-15,2.4948007215731316e-7,702,2813852000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-05-16,1.2130351337589597e-5,9291,765930000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-16,2.3526468343040076e-7,662,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-16,9.583845838458385e-6,561,58536000
United States of America,US,en.wikipedia,Q1292082,Sore throat,310094,2022-05-16,1.7627082021371415e-7,496,2813852000
United Kingdom,GB,en.wikipedia,Q12214,Smallpox,16829895,2022-05-16,8.851983862755082e-7,678,765930000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-17,1.0341216127016537e-6,470,454492000
Taiwan,TW,zh.wikipedia,Q12214,天花,1382,2022-05-17,2.8128010940397626e-6,543,193046000
United Kingdom,GB,en.wikipedia,Q382370,Monkeypox,242702,2022-05-17,1.7680466883396656e-5,13542,765930000
United States of America,US,en.wikipedia,Q40878,Diarrhea,53951,2022-05-17,2.2602468075790766e-7,636,2813852000
Malaysia,MY,en.wikipedia,Q40878,Diarrhea,53951,2022-05-17,1.1873035397020636e-5,695,58536000
United States of America,US,en.wikipedia,Q12214,Smallpox,16829895,2022-05-17,4.09403195335078e-7,1152,2813852000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-17,1.4939756915413252e-6,679,454492000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-17,1.3022100271793775e-6,803,616644000
Sweden,SE,sv.wikipedia,Q6900886,Apkoppsvirus,8149005,2022-05-17,9.288893520103608e-6,624,67177000
United States of America,US,en.wikipedia,Q167844,Conjunctivitis,44410,2022-05-17,2.1003236844013118e-7,591,2813852000
United Kingdom,GB,en.wikipedia,Q12214,Smallpox,16829895,2022-05-17,9.84424164088102e-7,754,765930000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-18,1.0001793078716155e-4,2789,27885000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-18,4.6469464809061546e-06,2112,454492000
Japan,JP,ja.wikipedia,Q182155,帯状疱疹,389447,2022-05-18,7.469265319473142e-7,749,1002776000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-18,3.269894791908032e-6,9201,2813852000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-18,1.0508494366279408e-6,648,616644000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-05-18,2.3121565089000084e-6,451,195056000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-18,1.2131656939929237e-5,9292,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-18,3.2979701846436843e-7,928,2813852000
Hong Kong,HK,zh.wikipedia,Q382370,猴痘,39366,2022-05-18,1.0324344710541203e-5,876,84848000
Spain,ES,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-18,9.760556014447774e-6,1997,204599000
Hong Kong,HK,zh.wikipedia,Q265103,Lia,257537,2022-05-18,9.735055628889308e-6,826,84848000
United States of America,US,en.wikipedia,Q186235,Myocarditis,452461,2022-05-18,3.941216524536472e-7,1109,2813852000
United States of America,US,en.wikipedia,Q655331,Herpes simplex virus,4774419,2022-05-18,3.034985493195804e-7,854,2813852000
United States of America,US,en.wikipedia,Q182155,Shingles,443800,2022-05-18,5.490693895769927e-7,1545,2813852000
Spain,ES,es.wikipedia,Q12214,Viruela,41754,2022-05-18,3.389557133710331e-5,6935,204599000
Belgium,BE,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-18,2.9680215378554076e-5,904,30458000
United States of America,US,en.wikipedia,Q740335,Orthopoxvirus,2591633,2022-05-18,1.744938966228501e-7,491,2813852000
Finland,FI,fi.wikipedia,Q382370,Apinarokko,1183752,2022-05-18,2.9285870712138405e-5,1471,50229000
France,FR,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-18,3.66123056071394e-5,16640,454492000
Italy,IT,it.wikipedia,Q382370,Vaiolo delle scimmie,3197420,2022-05-18,3.4144141018078353e-6,1476,432285000
Spain,ES,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-18,1.2412476129853596e-5,546,43988000
Germany,DE,de.wikipedia,Q12214,Pocken,4049,2022-05-18,5.283437445268258e-6,3258,616644000
United States of America,US,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-18,3.2459913961673835e-5,498,15342000
Germany,DE,de.wikipedia,Q1037810,Pockenimpfstoff,8841370,2022-05-18,3.4914796868209208e-6,2153,616644000
Czech Republic,CZ,cs.wikipedia,Q12214,Pravé neštovice,192754,2022-05-18,6.864953726254262e-6,451,65696000
Sweden,SE,sv.wikipedia,Q6900886,Apkoppsvirus,8149005,2022-05-18,6.936898045461989e-6,466,67177000
Belgium,BE,fr.wikipedia,Q12214,Variole,96078,2022-05-19,1.923960864140784e-5,586,30458000
Poland,PL,pl.wikipedia,Q12214,Ospa prawdziwa,23002,2022-05-19,9.526181749787771e-6,1874,196721000
Austria,AT,de.wikipedia,Q12214,Pocken,4049,2022-05-19,1.4203799013925596e-5,919,64701000
Netherlands,NL,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-19,2.842848734549735e-4,483,1699000
Canada,CA,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-19,5.733189887036041e-4,15987,27885000
France,FR,fr.wikipedia,Q12214,Variole,96078,2022-05-19,2.0268783608952414e-5,9212,454492000
Peru,PE,es.wikipedia,Q12214,Viruela,41754,2022-05-19,1.8081567962140323e-5,810,44797000
Spain,ES,fr.wikipedia,Q382370,Variole du singe,2104851,2022-05-19,1.882049629390912e-4,584,3103000
France,FR,fr.wikipedia,Q847726,Adénopathie,42229,2022-05-19,1.346558355262579e-6,612,454492000
United States of America,US,es.wikipedia,Q12214,Viruela,41754,2022-05-19,1.9821819414901816e-5,643,32439000
Japan,JP,ja.wikipedia,Q182155,帯状疱疹,389447,2022-05-19,4.627155017670945e-7,464,1002776000
United Kingdom,GB,zh.wikipedia,Q382370,猴痘,39366,2022-05-19,1.037538263251168e-4,644,6207000
United States of America,US,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,1.474242426396271e-5,41483,2813852000
Singapore,SG,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,8.943705146236792e-6,496,55458000
United States of America,US,en.wikipedia,Q7692792,Tecovirimat,24383686,2022-05-19,3.781293401358707e-7,1064,2813852000
Denmark,DK,da.wikipedia,Q382370,Abekopper,1092033,2022-05-19,2.641426611796982e-4,4814,18225000
Germany,DE,de.wikipedia,Q182155,Herpes Zoster,200309,2022-05-19,9.713870563890998e-7,599,616644000
Kenya,KE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,3.278462704042978e-5,476,14519000
India,IN,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,5.819635113560671e-6,3853,662069000
Brazil,BR,pt.wikipedia,Q12214,Varíola,68516,2022-05-19,5.434336805840374e-6,1060,195056000
Sweden,SE,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,1.873362201943985e-5,1008,53807000
Japan,JP,ja.wikipedia,Q1037810,種痘,87329,2022-05-19,2.060280660885382e-6,2066,1002776000
Canada,CA,zh.wikipedia,Q382370,猴痘,39366,2022-05-19,2.3292303530366562e-4,1722,7393000
United Kingdom,GB,en.wikipedia,Q6900886,Monkeypox virus,39680623,2022-05-19,1.7727468567623675e-5,13578,765930000
United States of America,US,en.wikipedia,Q6473911,Herpes simplex,21323216,2022-05-19,3.095400895285182e-7,871,2813852000
Peru,PE,es.wikipedia,Q6900886,Monkeypox virus,3219006,2022-05-19,1.3058910194879122e-5,585,44797000
