project,page_name,redirect_name,date,views
ko.wikipedia,엠폭스,원숭이두창,2022-05-20,1057
ko.wikipedia,엠폭스,원숭이두창,2022-05-21,3235
ko.wikipedia,엠폭스,원숭이두창,2022-05-22,5519
ko.wikipedia,엠폭스,원숭이두창,2022-05-23,2631
ko.wikipedia,엠폭스,원숭이두창,2022-05-24,1984
ko.wikipedia,엠폭스,원숭이두창,2022-05-25,865
ko.wikipedia,엠폭스,원숭이 두창,2022-05-26,2
ko.wikipedia,엠폭스,원숭이두창,2022-05-26,475
ko.wikipedia,엠폭스,원숭이 두창,2022-05-27,6
ko.wikipedia,엠폭스,원숭이두창,2022-05-27,474
ko.wikipedia,엠폭스,원숭이 두창,2022-05-28,7
ko.wikipedia,엠폭스,원숭이두창,2022-05-28,354
ko.wikipedia,엠폭스,원숭이 두창,2022-05-29,3
ko.wikipedia,엠폭스,원숭이두창,2022-05-29,264
ko.wikipedia,엠폭스,원숭이 두창,2022-05-30,4
ko.wikipedia,엠폭스,원숭이두창,2022-05-30,274
ko.wikipedia,엠폭스,원숭이 두창,2022-05-31,7
ko.wikipedia,엠폭스,원숭이두창,2022-05-31,519
ko.wikipedia,엠폭스,원숭이 두창,2022-06-01,2
ko.wikipedia,엠폭스,원숭이두창,2022-06-01,346
ko.wikipedia,엠폭스,원숭이 두창,2022-06-02,1
ko.wikipedia,엠폭스,원숭이두창,2022-06-02,525
ko.wikipedia,엠폭스,원숭이 두창,2022-06-03,3
ko.wikipedia,엠폭스,원숭이두창,2022-06-03,325
ko.wikipedia,엠폭스,원숭이 두창,2022-06-04,1
ko.wikipedia,엠폭스,원숭이두창,2022-06-04,160
ko.wikipedia,엠폭스,원숭이두창,2022-06-05,165
ko.wikipedia,엠폭스,원숭이 두창,2022-06-06,2
ko.wikipedia,엠폭스,원숭이두창,2022-06-06,235
ko.wikipedia,엠폭스,원숭이 두창,2022-06-07,2
ko.wikipedia,엠폭스,원숭이두창,2022-06-07,304
ko.wikipedia,엠폭스,원숭이 두창,2022-06-08,3
ko.wikipedia,엠폭스,원숭이두창,2022-06-08,1290
