project,page_name,redirect_name,date,views
cs.wikipedia,Monkeypox,NA,2022-05-21,8
cs.wikipedia,Monkeypox,NA,2022-05-21,8
cs.wikipedia,Monkeypox,NA,2022-05-21,8
cs.wikipedia,Monkeypox,NA,2022-05-22,2
cs.wikipedia,Monkeypox,NA,2022-05-22,2
cs.wikipedia,Monkeypox,NA,2022-05-22,2
cs.wikipedia,Monkeypox,NA,2022-05-23,1
cs.wikipedia,Monkeypox,NA,2022-05-23,1
cs.wikipedia,Monkeypox,NA,2022-05-23,1
cs.wikipedia,Monkeypox,NA,2022-05-24,1
cs.wikipedia,Monkeypox,NA,2022-05-24,1
cs.wikipedia,Monkeypox,NA,2022-05-24,1
cs.wikipedia,Monkeypox,NA,2022-05-25,1
cs.wikipedia,Monkeypox,NA,2022-05-25,1
cs.wikipedia,Monkeypox,NA,2022-05-25,1
cs.wikipedia,Monkeypox,NA,2022-05-26,0
cs.wikipedia,Monkeypox,NA,2022-05-26,0
cs.wikipedia,Monkeypox,NA,2022-05-26,0
cs.wikipedia,Monkeypox,NA,2022-05-27,1
cs.wikipedia,Monkeypox,NA,2022-05-27,1
cs.wikipedia,Monkeypox,NA,2022-05-27,1
cs.wikipedia,Monkeypox,NA,2022-05-28,30
cs.wikipedia,Monkeypox,NA,2022-05-28,30
cs.wikipedia,Monkeypox,NA,2022-05-28,30
cs.wikipedia,Monkeypox,NA,2022-05-29,15
cs.wikipedia,Monkeypox,NA,2022-05-29,15
cs.wikipedia,Monkeypox,NA,2022-05-29,15
cs.wikipedia,Monkeypox,NA,2022-05-30,6
cs.wikipedia,Monkeypox,NA,2022-05-30,6
cs.wikipedia,Monkeypox,NA,2022-05-30,6
cs.wikipedia,Monkeypox,NA,2022-05-31,9
cs.wikipedia,Monkeypox,NA,2022-05-31,9
cs.wikipedia,Monkeypox,NA,2022-05-31,9
cs.wikipedia,Monkeypox,NA,2022-06-01,4
cs.wikipedia,Monkeypox,NA,2022-06-01,4
cs.wikipedia,Monkeypox,NA,2022-06-01,4
cs.wikipedia,Monkeypox,NA,2022-06-02,0
cs.wikipedia,Monkeypox,NA,2022-06-02,0
cs.wikipedia,Monkeypox,NA,2022-06-02,0
cs.wikipedia,Monkeypox,NA,2022-06-03,1
cs.wikipedia,Monkeypox,NA,2022-06-03,1
cs.wikipedia,Monkeypox,NA,2022-06-03,1
