country_long,iso2,project,page_title,date,pageviews
United States of America,US,en.wikipedia,Clade,2022-02-21,461
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-21,460
United States of America,US,en.wikipedia,Diarrhea,2022-02-21,664
United States of America,US,en.wikipedia,Encephalitis,2022-02-21,669
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-21,1134
United States of America,US,en.wikipedia,Index case,2022-02-21,1057
United States of America,US,en.wikipedia,Infection,2022-02-21,715
United States of America,US,en.wikipedia,Myocarditis,2022-02-21,1270
United States of America,US,en.wikipedia,Scabies,2022-02-21,798
United States of America,US,en.wikipedia,Sepsis,2022-02-21,2518
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-21,698
United States of America,US,en.wikipedia,Skin condition,2022-02-21,626
United States of America,US,en.wikipedia,Smallpox,2022-02-21,2274
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-21,685
United States of America,US,en.wikipedia,Virus,2022-02-21,1053
United States of America,US,en.wikipedia,World Health Organization,2022-02-21,1109
United States of America,US,en.wikipedia,Back pain,2022-02-22,830
United States of America,US,en.wikipedia,Chickenpox,2022-02-22,710
United States of America,US,en.wikipedia,Clade,2022-02-22,475
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-22,524
United States of America,US,en.wikipedia,Diarrhea,2022-02-22,660
United States of America,US,en.wikipedia,Encephalitis,2022-02-22,752
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-22,1099
United States of America,US,en.wikipedia,Index case,2022-02-22,731
United States of America,US,en.wikipedia,Infection,2022-02-22,735
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-02-22,485
United States of America,US,en.wikipedia,Myocarditis,2022-02-22,1310
United States of America,US,en.wikipedia,Scabies,2022-02-22,761
United States of America,US,en.wikipedia,Sepsis,2022-02-22,3063
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-22,538
United States of America,US,en.wikipedia,Skin condition,2022-02-22,553
United States of America,US,en.wikipedia,Smallpox,2022-02-22,2341
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-22,644
United States of America,US,en.wikipedia,Virus,2022-02-22,1250
United States of America,US,en.wikipedia,World Health Organization,2022-02-22,1052
United States of America,US,en.wikipedia,Chickenpox,2022-02-23,736
United States of America,US,en.wikipedia,Clade,2022-02-23,586
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-23,495
United States of America,US,en.wikipedia,Diarrhea,2022-02-23,727
United States of America,US,en.wikipedia,Encephalitis,2022-02-23,831
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-23,1173
United States of America,US,en.wikipedia,Index case,2022-02-23,702
United States of America,US,en.wikipedia,Infection,2022-02-23,749
United States of America,US,en.wikipedia,Myocarditis,2022-02-23,1794
United States of America,US,en.wikipedia,Scabies,2022-02-23,772
United States of America,US,en.wikipedia,Sepsis,2022-02-23,3071
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-23,588
United States of America,US,en.wikipedia,Skin condition,2022-02-23,516
United States of America,US,en.wikipedia,Smallpox,2022-02-23,1989
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-23,606
United States of America,US,en.wikipedia,Virus,2022-02-23,1197
United States of America,US,en.wikipedia,World Health Organization,2022-02-23,1198
United States of America,US,en.wikipedia,Back pain,2022-02-24,1610
United States of America,US,en.wikipedia,Chickenpox,2022-02-24,672
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-24,545
United States of America,US,en.wikipedia,Diarrhea,2022-02-24,529
United States of America,US,en.wikipedia,Encephalitis,2022-02-24,535
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-24,1161
United States of America,US,en.wikipedia,Index case,2022-02-24,672
United States of America,US,en.wikipedia,Infection,2022-02-24,892
United States of America,US,en.wikipedia,Myocarditis,2022-02-24,1918
United States of America,US,en.wikipedia,Prognosis,2022-02-24,470
United States of America,US,en.wikipedia,Scabies,2022-02-24,801
United States of America,US,en.wikipedia,Sepsis,2022-02-24,2672
United States of America,US,en.wikipedia,Shingles,2022-02-24,1672
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-24,525
United States of America,US,en.wikipedia,Skin condition,2022-02-24,474
United States of America,US,en.wikipedia,Smallpox,2022-02-24,1535
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-24,557
United States of America,US,en.wikipedia,Virus,2022-02-24,1087
United States of America,US,en.wikipedia,World Health Organization,2022-02-24,1301
United States of America,US,en.wikipedia,Chickenpox,2022-02-25,693
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-25,487
United States of America,US,en.wikipedia,Diarrhea,2022-02-25,536
United States of America,US,en.wikipedia,Encephalitis,2022-02-25,586
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-25,1074
United States of America,US,en.wikipedia,Index case,2022-02-25,747
United States of America,US,en.wikipedia,Infection,2022-02-25,817
United States of America,US,en.wikipedia,Myocarditis,2022-02-25,1794
United States of America,US,en.wikipedia,Scabies,2022-02-25,760
United States of America,US,en.wikipedia,Sepsis,2022-02-25,2519
United States of America,US,en.wikipedia,Shingles,2022-02-25,1474
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-25,544
United States of America,US,en.wikipedia,Skin condition,2022-02-25,536
United States of America,US,en.wikipedia,Smallpox,2022-02-25,1579
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-25,486
United States of America,US,en.wikipedia,Virus,2022-02-25,999
United States of America,US,en.wikipedia,World Health Organization,2022-02-25,1156
United States of America,US,en.wikipedia,Chickenpox,2022-02-26,563
United States of America,US,en.wikipedia,Diarrhea,2022-02-26,511
United States of America,US,en.wikipedia,Encephalitis,2022-02-26,556
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-26,842
United States of America,US,en.wikipedia,Index case,2022-02-26,729
United States of America,US,en.wikipedia,Infection,2022-02-26,715
United States of America,US,en.wikipedia,Lymphadenopathy,2022-02-26,520
United States of America,US,en.wikipedia,Myocarditis,2022-02-26,1411
United States of America,US,en.wikipedia,Scabies,2022-02-26,748
United States of America,US,en.wikipedia,Sepsis,2022-02-26,2325
United States of America,US,en.wikipedia,Shingles,2022-02-26,1526
United States of America,US,en.wikipedia,Skin condition,2022-02-26,526
United States of America,US,en.wikipedia,Smallpox,2022-02-26,1471
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-26,477
United States of America,US,en.wikipedia,Virus,2022-02-26,725
United States of America,US,en.wikipedia,World Health Organization,2022-02-26,819
United States of America,US,en.wikipedia,Chickenpox,2022-02-27,524
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-27,464
United States of America,US,en.wikipedia,Diarrhea,2022-02-27,551
United States of America,US,en.wikipedia,Encephalitis,2022-02-27,562
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-27,823
United States of America,US,en.wikipedia,Index case,2022-02-27,728
United States of America,US,en.wikipedia,Infection,2022-02-27,584
United States of America,US,en.wikipedia,Myocarditis,2022-02-27,1295
United States of America,US,en.wikipedia,Scabies,2022-02-27,787
United States of America,US,en.wikipedia,Sepsis,2022-02-27,2573
United States of America,US,en.wikipedia,Shingles,2022-02-27,1378
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-27,511
United States of America,US,en.wikipedia,Smallpox,2022-02-27,1583
United States of America,US,en.wikipedia,Smallpox vaccine,2022-02-27,461
United States of America,US,en.wikipedia,Virus,2022-02-27,843
United States of America,US,en.wikipedia,World Health Organization,2022-02-27,967
United States of America,US,en.wikipedia,Back pain,2022-02-28,1993
United States of America,US,en.wikipedia,Chickenpox,2022-02-28,570
United States of America,US,en.wikipedia,Conjunctivitis,2022-02-28,489
United States of America,US,en.wikipedia,Diarrhea,2022-02-28,655
United States of America,US,en.wikipedia,Encephalitis,2022-02-28,514
United States of America,US,en.wikipedia,Herpes simplex virus,2022-02-28,1003
United States of America,US,en.wikipedia,Index case,2022-02-28,773
United States of America,US,en.wikipedia,Infection,2022-02-28,834
United States of America,US,en.wikipedia,Myocarditis,2022-02-28,1129
United States of America,US,en.wikipedia,Scabies,2022-02-28,780
United States of America,US,en.wikipedia,Sepsis,2022-02-28,2713
United States of America,US,en.wikipedia,Signs and symptoms,2022-02-28,570
United States of America,US,en.wikipedia,Smallpox,2022-02-28,1821
United States of America,US,en.wikipedia,Virus,2022-02-28,1045
United States of America,US,en.wikipedia,World Health Organization,2022-02-28,1215
United States of America,US,en.wikipedia,Chickenpox,2022-03-01,757
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-01,523
United States of America,US,en.wikipedia,Diarrhea,2022-03-01,593
United States of America,US,en.wikipedia,Encephalitis,2022-03-01,555
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-01,879
United States of America,US,en.wikipedia,Index case,2022-03-01,777
United States of America,US,en.wikipedia,Infection,2022-03-01,1131
United States of America,US,en.wikipedia,Myocarditis,2022-03-01,1044
United States of America,US,en.wikipedia,Scabies,2022-03-01,750
United States of America,US,en.wikipedia,Sepsis,2022-03-01,2671
United States of America,US,en.wikipedia,Shingles,2022-03-01,1554
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-01,496
United States of America,US,en.wikipedia,Skin condition,2022-03-01,466
United States of America,US,en.wikipedia,Smallpox,2022-03-01,2948
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-01,495
United States of America,US,en.wikipedia,Virus,2022-03-01,1252
United States of America,US,en.wikipedia,Wart,2022-03-01,505
United States of America,US,en.wikipedia,World Health Organization,2022-03-01,1249
United States of America,US,en.wikipedia,Back pain,2022-03-02,467
United States of America,US,en.wikipedia,Chickenpox,2022-03-02,695
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-02,486
United States of America,US,en.wikipedia,Diarrhea,2022-03-02,691
United States of America,US,en.wikipedia,Encephalitis,2022-03-02,540
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-02,865
United States of America,US,en.wikipedia,Index case,2022-03-02,677
United States of America,US,en.wikipedia,Infection,2022-03-02,912
United States of America,US,en.wikipedia,Myocarditis,2022-03-02,1122
United States of America,US,en.wikipedia,Scabies,2022-03-02,765
United States of America,US,en.wikipedia,Sepsis,2022-03-02,2353
United States of America,US,en.wikipedia,Shingles,2022-03-02,1516
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-02,565
United States of America,US,en.wikipedia,Skin condition,2022-03-02,459
United States of America,US,en.wikipedia,Smallpox,2022-03-02,2282
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-02,504
United States of America,US,en.wikipedia,Virus,2022-03-02,876
United States of America,US,en.wikipedia,World Health Organization,2022-03-02,1184
United States of America,US,en.wikipedia,Chickenpox,2022-03-03,638
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-03,462
United States of America,US,en.wikipedia,Diarrhea,2022-03-03,551
United States of America,US,en.wikipedia,Encephalitis,2022-03-03,623
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-03,937
United States of America,US,en.wikipedia,Index case,2022-03-03,709
United States of America,US,en.wikipedia,Infection,2022-03-03,687
United States of America,US,en.wikipedia,Myocarditis,2022-03-03,1308
United States of America,US,en.wikipedia,Scabies,2022-03-03,758
United States of America,US,en.wikipedia,Sepsis,2022-03-03,2156
United States of America,US,en.wikipedia,Shingles,2022-03-03,1496
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-03,509
United States of America,US,en.wikipedia,Skin condition,2022-03-03,552
United States of America,US,en.wikipedia,Smallpox,2022-03-03,1796
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-03,539
United States of America,US,en.wikipedia,Virus,2022-03-03,937
United States of America,US,en.wikipedia,World Health Organization,2022-03-03,1061
United States of America,US,en.wikipedia,Chickenpox,2022-03-04,599
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-04,478
United States of America,US,en.wikipedia,Diarrhea,2022-03-04,468
United States of America,US,en.wikipedia,Encephalitis,2022-03-04,662
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-04,1081
United States of America,US,en.wikipedia,Infection,2022-03-04,705
United States of America,US,en.wikipedia,Myocarditis,2022-03-04,1376
United States of America,US,en.wikipedia,Scabies,2022-03-04,771
United States of America,US,en.wikipedia,Sepsis,2022-03-04,2320
United States of America,US,en.wikipedia,Shingles,2022-03-04,1510
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-04,462
United States of America,US,en.wikipedia,Smallpox,2022-03-04,1432
United States of America,US,en.wikipedia,Virus,2022-03-04,844
United States of America,US,en.wikipedia,World Health Organization,2022-03-04,1374
United States of America,US,en.wikipedia,Chickenpox,2022-03-05,484
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-05,472
United States of America,US,en.wikipedia,Diarrhea,2022-03-05,561
United States of America,US,en.wikipedia,Encephalitis,2022-03-05,614
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-05,853
United States of America,US,en.wikipedia,Index case,2022-03-05,614
United States of America,US,en.wikipedia,Infection,2022-03-05,716
United States of America,US,en.wikipedia,Myocarditis,2022-03-05,1669
United States of America,US,en.wikipedia,Rubella,2022-03-05,458
United States of America,US,en.wikipedia,Scabies,2022-03-05,529
United States of America,US,en.wikipedia,Sepsis,2022-03-05,2637
United States of America,US,en.wikipedia,Shingles,2022-03-05,1455
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-05,521
United States of America,US,en.wikipedia,Skin condition,2022-03-05,464
United States of America,US,en.wikipedia,Smallpox,2022-03-05,1430
United States of America,US,en.wikipedia,Virus,2022-03-05,804
United States of America,US,en.wikipedia,World Health Organization,2022-03-05,1045
United States of America,US,en.wikipedia,Back pain,2022-03-06,468
United States of America,US,en.wikipedia,Chickenpox,2022-03-06,611
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-06,474
United States of America,US,en.wikipedia,Diarrhea,2022-03-06,581
United States of America,US,en.wikipedia,Encephalitis,2022-03-06,676
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-06,884
United States of America,US,en.wikipedia,Index case,2022-03-06,837
United States of America,US,en.wikipedia,Infection,2022-03-06,833
United States of America,US,en.wikipedia,Myocarditis,2022-03-06,1397
United States of America,US,en.wikipedia,Scabies,2022-03-06,706
United States of America,US,en.wikipedia,Sepsis,2022-03-06,2761
United States of America,US,en.wikipedia,Shingles,2022-03-06,1483
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-06,631
United States of America,US,en.wikipedia,Smallpox,2022-03-06,1496
United States of America,US,en.wikipedia,Virus,2022-03-06,695
United States of America,US,en.wikipedia,Wart,2022-03-06,468
United States of America,US,en.wikipedia,World Health Organization,2022-03-06,849
United States of America,US,en.wikipedia,Chickenpox,2022-03-07,636
United States of America,US,en.wikipedia,Diarrhea,2022-03-07,569
United States of America,US,en.wikipedia,Encephalitis,2022-03-07,674
United States of America,US,en.wikipedia,Herd immunity,2022-03-07,879
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-07,1230
United States of America,US,en.wikipedia,Infection,2022-03-07,770
United States of America,US,en.wikipedia,Myocarditis,2022-03-07,1576
United States of America,US,en.wikipedia,Scabies,2022-03-07,709
United States of America,US,en.wikipedia,Sepsis,2022-03-07,2665
United States of America,US,en.wikipedia,Shingles,2022-03-07,1569
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-07,487
United States of America,US,en.wikipedia,Skin condition,2022-03-07,495
United States of America,US,en.wikipedia,Smallpox,2022-03-07,1576
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-07,475
United States of America,US,en.wikipedia,Virus,2022-03-07,955
United States of America,US,en.wikipedia,World Health Organization,2022-03-07,1075
United States of America,US,en.wikipedia,Chickenpox,2022-03-08,697
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-08,457
United States of America,US,en.wikipedia,Diarrhea,2022-03-08,494
United States of America,US,en.wikipedia,Encephalitis,2022-03-08,638
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-08,1267
United States of America,US,en.wikipedia,Infection,2022-03-08,809
United States of America,US,en.wikipedia,Myocarditis,2022-03-08,1566
United States of America,US,en.wikipedia,Scabies,2022-03-08,495
United States of America,US,en.wikipedia,Sepsis,2022-03-08,2865
United States of America,US,en.wikipedia,Shingles,2022-03-08,1666
United States of America,US,en.wikipedia,Skin condition,2022-03-08,538
United States of America,US,en.wikipedia,Smallpox,2022-03-08,1531
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-08,530
United States of America,US,en.wikipedia,Virus,2022-03-08,1037
United States of America,US,en.wikipedia,World Health Organization,2022-03-08,922
United States of America,US,en.wikipedia,Chickenpox,2022-03-09,603
United States of America,US,en.wikipedia,Diarrhea,2022-03-09,471
United States of America,US,en.wikipedia,Encephalitis,2022-03-09,624
United States of America,US,en.wikipedia,Genital wart,2022-03-09,716
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-09,1019
United States of America,US,en.wikipedia,Infection,2022-03-09,745
United States of America,US,en.wikipedia,Myocarditis,2022-03-09,1447
United States of America,US,en.wikipedia,Scabies,2022-03-09,713
United States of America,US,en.wikipedia,Sepsis,2022-03-09,2525
United States of America,US,en.wikipedia,Shingles,2022-03-09,1500
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-09,656
United States of America,US,en.wikipedia,Skin condition,2022-03-09,513
United States of America,US,en.wikipedia,Smallpox,2022-03-09,1544
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-09,469
United States of America,US,en.wikipedia,Virus,2022-03-09,1067
United States of America,US,en.wikipedia,Wart,2022-03-09,454
United States of America,US,en.wikipedia,World Health Organization,2022-03-09,1074
United States of America,US,en.wikipedia,Chickenpox,2022-03-10,703
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-10,505
United States of America,US,en.wikipedia,Diarrhea,2022-03-10,485
United States of America,US,en.wikipedia,Encephalitis,2022-03-10,599
United States of America,US,en.wikipedia,Genital wart,2022-03-10,1025
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-10,1130
United States of America,US,en.wikipedia,Infection,2022-03-10,667
United States of America,US,en.wikipedia,Lymphadenopathy,2022-03-10,468
United States of America,US,en.wikipedia,Myocarditis,2022-03-10,1603
United States of America,US,en.wikipedia,Scabies,2022-03-10,620
United States of America,US,en.wikipedia,Sepsis,2022-03-10,2359
United States of America,US,en.wikipedia,Shingles,2022-03-10,1497
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-10,509
United States of America,US,en.wikipedia,Skin condition,2022-03-10,462
United States of America,US,en.wikipedia,Smallpox,2022-03-10,1557
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-10,496
United States of America,US,en.wikipedia,Virus,2022-03-10,925
United States of America,US,en.wikipedia,World Health Organization,2022-03-10,1091
United States of America,US,en.wikipedia,Back pain,2022-03-11,515
United States of America,US,en.wikipedia,Chickenpox,2022-03-11,579
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-11,511
United States of America,US,en.wikipedia,Diarrhea,2022-03-11,538
United States of America,US,en.wikipedia,Encephalitis,2022-03-11,631
United States of America,US,en.wikipedia,Genital wart,2022-03-11,1049
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-11,1006
United States of America,US,en.wikipedia,Infection,2022-03-11,634
United States of America,US,en.wikipedia,Myocarditis,2022-03-11,1304
United States of America,US,en.wikipedia,Rubella,2022-03-11,500
United States of America,US,en.wikipedia,Scabies,2022-03-11,593
United States of America,US,en.wikipedia,Sepsis,2022-03-11,2345
United States of America,US,en.wikipedia,Shingles,2022-03-11,1576
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-11,531
United States of America,US,en.wikipedia,Skin condition,2022-03-11,630
United States of America,US,en.wikipedia,Smallpox,2022-03-11,1636
United States of America,US,en.wikipedia,Virus,2022-03-11,867
United States of America,US,en.wikipedia,Wart,2022-03-11,494
United States of America,US,en.wikipedia,World Health Organization,2022-03-11,1055
United States of America,US,en.wikipedia,Chickenpox,2022-03-12,530
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-12,481
United States of America,US,en.wikipedia,Diarrhea,2022-03-12,481
United States of America,US,en.wikipedia,Encephalitis,2022-03-12,595
United States of America,US,en.wikipedia,Genital wart,2022-03-12,1202
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-12,835
United States of America,US,en.wikipedia,Infection,2022-03-12,591
United States of America,US,en.wikipedia,Myocarditis,2022-03-12,1301
United States of America,US,en.wikipedia,Scabies,2022-03-12,615
United States of America,US,en.wikipedia,Sepsis,2022-03-12,2412
United States of America,US,en.wikipedia,Shingles,2022-03-12,1339
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-12,463
United States of America,US,en.wikipedia,Skin condition,2022-03-12,605
United States of America,US,en.wikipedia,Smallpox,2022-03-12,1326
United States of America,US,en.wikipedia,Virus,2022-03-12,661
United States of America,US,en.wikipedia,World Health Organization,2022-03-12,770
United States of America,US,en.wikipedia,Chickenpox,2022-03-13,520
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-13,474
United States of America,US,en.wikipedia,Diarrhea,2022-03-13,493
United States of America,US,en.wikipedia,Encephalitis,2022-03-13,544
United States of America,US,en.wikipedia,Fever,2022-03-13,1332
United States of America,US,en.wikipedia,Genital wart,2022-03-13,1399
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-13,892
United States of America,US,en.wikipedia,Infection,2022-03-13,608
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-03-13,489
United States of America,US,en.wikipedia,Myocarditis,2022-03-13,1297
United States of America,US,en.wikipedia,Scabies,2022-03-13,617
United States of America,US,en.wikipedia,Sepsis,2022-03-13,2535
United States of America,US,en.wikipedia,Shingles,2022-03-13,1501
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-13,477
United States of America,US,en.wikipedia,Skin condition,2022-03-13,503
United States of America,US,en.wikipedia,Smallpox,2022-03-13,1463
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-13,463
United States of America,US,en.wikipedia,Virus,2022-03-13,758
United States of America,US,en.wikipedia,Wart,2022-03-13,505
United States of America,US,en.wikipedia,World Health Organization,2022-03-13,697
United States of America,US,en.wikipedia,Chickenpox,2022-03-14,616
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-14,471
United States of America,US,en.wikipedia,Diarrhea,2022-03-14,642
United States of America,US,en.wikipedia,Encephalitis,2022-03-14,875
United States of America,US,en.wikipedia,Genital wart,2022-03-14,1023
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-14,986
United States of America,US,en.wikipedia,Infection,2022-03-14,737
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-03-14,486
United States of America,US,en.wikipedia,Medical diagnosis,2022-03-14,478
United States of America,US,en.wikipedia,Myocarditis,2022-03-14,1108
United States of America,US,en.wikipedia,Scabies,2022-03-14,722
United States of America,US,en.wikipedia,Sepsis,2022-03-14,2392
United States of America,US,en.wikipedia,Shingles,2022-03-14,1415
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-14,540
United States of America,US,en.wikipedia,Skin condition,2022-03-14,577
United States of America,US,en.wikipedia,Smallpox,2022-03-14,1647
United States of America,US,en.wikipedia,Virus,2022-03-14,866
United States of America,US,en.wikipedia,World Health Organization,2022-03-14,1024
United States of America,US,en.wikipedia,Chickenpox,2022-03-15,610
United States of America,US,en.wikipedia,Complication (medicine),2022-03-15,743
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-15,486
United States of America,US,en.wikipedia,Diarrhea,2022-03-15,583
United States of America,US,en.wikipedia,Encephalitis,2022-03-15,1004
United States of America,US,en.wikipedia,Genital wart,2022-03-15,881
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-15,968
United States of America,US,en.wikipedia,Infection,2022-03-15,685
United States of America,US,en.wikipedia,Lymphadenopathy,2022-03-15,553
United States of America,US,en.wikipedia,Myocarditis,2022-03-15,1154
United States of America,US,en.wikipedia,Scabies,2022-03-15,706
United States of America,US,en.wikipedia,Sepsis,2022-03-15,2680
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-15,570
United States of America,US,en.wikipedia,Skin condition,2022-03-15,485
United States of America,US,en.wikipedia,Smallpox,2022-03-15,1333
United States of America,US,en.wikipedia,Smallpox vaccine,2022-03-15,460
United States of America,US,en.wikipedia,Virus,2022-03-15,904
United States of America,US,en.wikipedia,World Health Organization,2022-03-15,963
United States of America,US,en.wikipedia,Chickenpox,2022-03-16,595
United States of America,US,en.wikipedia,Diarrhea,2022-03-16,599
United States of America,US,en.wikipedia,Encephalitis,2022-03-16,756
United States of America,US,en.wikipedia,Genital wart,2022-03-16,802
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-16,1290
United States of America,US,en.wikipedia,Infection,2022-03-16,692
United States of America,US,en.wikipedia,Myocarditis,2022-03-16,1099
United States of America,US,en.wikipedia,Rubella,2022-03-16,506
United States of America,US,en.wikipedia,Scabies,2022-03-16,748
United States of America,US,en.wikipedia,Sepsis,2022-03-16,2471
United States of America,US,en.wikipedia,Shingles,2022-03-16,1476
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-16,605
United States of America,US,en.wikipedia,Skin condition,2022-03-16,586
United States of America,US,en.wikipedia,Smallpox,2022-03-16,1371
United States of America,US,en.wikipedia,Virus,2022-03-16,924
United States of America,US,en.wikipedia,Wart,2022-03-16,472
United States of America,US,en.wikipedia,World Health Organization,2022-03-16,1030
United States of America,US,en.wikipedia,Chickenpox,2022-03-17,574
United States of America,US,en.wikipedia,Diarrhea,2022-03-17,516
United States of America,US,en.wikipedia,Encephalitis,2022-03-17,609
United States of America,US,en.wikipedia,Genital wart,2022-03-17,675
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-17,1057
United States of America,US,en.wikipedia,Infection,2022-03-17,632
United States of America,US,en.wikipedia,Myocarditis,2022-03-17,1117
United States of America,US,en.wikipedia,Scabies,2022-03-17,645
United States of America,US,en.wikipedia,Sepsis,2022-03-17,2671
United States of America,US,en.wikipedia,Shingles,2022-03-17,1394
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-17,597
United States of America,US,en.wikipedia,Skin condition,2022-03-17,541
United States of America,US,en.wikipedia,Smallpox,2022-03-17,1222
United States of America,US,en.wikipedia,Virus,2022-03-17,1065
United States of America,US,en.wikipedia,World Health Organization,2022-03-17,966
United States of America,US,en.wikipedia,Chickenpox,2022-03-18,511
United States of America,US,en.wikipedia,Diarrhea,2022-03-18,609
United States of America,US,en.wikipedia,Encephalitis,2022-03-18,594
United States of America,US,en.wikipedia,Genital wart,2022-03-18,563
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-18,1009
United States of America,US,en.wikipedia,Infection,2022-03-18,618
United States of America,US,en.wikipedia,Myocarditis,2022-03-18,988
United States of America,US,en.wikipedia,Scabies,2022-03-18,1405
United States of America,US,en.wikipedia,Sepsis,2022-03-18,2456
United States of America,US,en.wikipedia,Shingles,2022-03-18,1291
United States of America,US,en.wikipedia,Signs and symptoms,2022-03-18,565
United States of America,US,en.wikipedia,Skin condition,2022-03-18,502
United States of America,US,en.wikipedia,Smallpox,2022-03-18,1200
United States of America,US,en.wikipedia,Virus,2022-03-18,803
United States of America,US,en.wikipedia,World Health Organization,2022-03-18,1024
United States of America,US,en.wikipedia,Chickenpox,2022-03-19,480
United States of America,US,en.wikipedia,Conjunctivitis,2022-03-19,458
United States of America,US,en.wikipedia,Diarrhea,2022-03-19,559
United States of America,US,en.wikipedia,Encephalitis,2022-03-19,654
United States of America,US,en.wikipedia,Genital wart,2022-03-19,625
United States of America,US,en.wikipedia,Herpes simplex virus,2022-03-19,871
United States of America,US,en.wikipedia,Infection,2022-03-19,476
United States of America,US,en.wikipedia,Myocarditis,2022-03-19,988
United States of America,US,en.wikipedia,Scabies,2022-03-19,897
United States of America,US,en.wikipedia,Sepsis,2022-03-19,2554
United States of America,US,en.wikipedia,Shingles,2022-03-19,1352
