country_long,iso2,project,page_title,date,pageviews
United States of America,US,en.wikipedia,Diarrhea,2022-07-23,493
United States of America,US,en.wikipedia,Encephalitis,2022-07-23,617
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-23,2568
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-23,489
United States of America,US,en.wikipedia,Infection,2022-07-23,1010
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-23,499
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-23,3019
United States of America,US,en.wikipedia,Myocarditis,2022-07-23,1097
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-23,927
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-23,7309
United States of America,US,en.wikipedia,Scabies,2022-07-23,1795
United States of America,US,en.wikipedia,Sepsis,2022-07-23,2186
United States of America,US,en.wikipedia,Skin condition,2022-07-23,608
United States of America,US,en.wikipedia,Tecovirimat,2022-07-23,790
United States of America,US,en.wikipedia,Viral disease,2022-07-23,706
United States of America,US,en.wikipedia,Virus,2022-07-23,779
United States of America,US,en.wikipedia,Wart,2022-07-23,513
United States of America,US,en.wikipedia,World Health Organization,2022-07-23,1739
United States of America,US,en.wikipedia,Zoonosis,2022-07-23,601
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-24,688
United States of America,US,en.wikipedia,Chickenpox,2022-07-24,1597
United States of America,US,en.wikipedia,Clade,2022-07-24,574
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-24,571
United States of America,US,en.wikipedia,Encephalitis,2022-07-24,540
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-24,1975
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-24,479
United States of America,US,en.wikipedia,Infection,2022-07-24,887
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-24,542
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-24,2945
United States of America,US,en.wikipedia,Myocarditis,2022-07-24,1054
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-24,1012
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-24,2972
United States of America,US,en.wikipedia,Scabies,2022-07-24,1281
United States of America,US,en.wikipedia,Sepsis,2022-07-24,2377
United States of America,US,en.wikipedia,Skin condition,2022-07-24,603
United States of America,US,en.wikipedia,Tecovirimat,2022-07-24,781
United States of America,US,en.wikipedia,Virus,2022-07-24,853
United States of America,US,en.wikipedia,Wart,2022-07-24,583
United States of America,US,en.wikipedia,World Health Organization,2022-07-24,2240
United States of America,US,en.wikipedia,Zoonosis,2022-07-24,600
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-25,783
United States of America,US,en.wikipedia,Chickenpox,2022-07-25,1515
United States of America,US,en.wikipedia,Clade,2022-07-25,584
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-25,642
United States of America,US,en.wikipedia,Diarrhea,2022-07-25,540
United States of America,US,en.wikipedia,Encephalitis,2022-07-25,647
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-25,1724
United States of America,US,en.wikipedia,Infection,2022-07-25,1610
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-25,465
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-25,2450
United States of America,US,en.wikipedia,Myocarditis,2022-07-25,931
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-25,1024
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-25,2321
United States of America,US,en.wikipedia,Scabies,2022-07-25,1234
United States of America,US,en.wikipedia,Sepsis,2022-07-25,2507
United States of America,US,en.wikipedia,Skin condition,2022-07-25,626
United States of America,US,en.wikipedia,Tecovirimat,2022-07-25,697
United States of America,US,en.wikipedia,Virus,2022-07-25,933
United States of America,US,en.wikipedia,Wart,2022-07-25,559
United States of America,US,en.wikipedia,World Health Organization,2022-07-25,2003
United States of America,US,en.wikipedia,Zoonosis,2022-07-25,564
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-26,1283
United States of America,US,en.wikipedia,Chickenpox,2022-07-26,1646
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-26,547
United States of America,US,en.wikipedia,Diarrhea,2022-07-26,488
United States of America,US,en.wikipedia,Encephalitis,2022-07-26,770
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-26,1531
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-26,639
United States of America,US,en.wikipedia,Infection,2022-07-26,2603
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-26,2311
United States of America,US,en.wikipedia,Myocarditis,2022-07-26,816
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-26,1165
United States of America,US,en.wikipedia,Poxviridae,2022-07-26,460
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-26,1598
United States of America,US,en.wikipedia,Scabies,2022-07-26,1180
United States of America,US,en.wikipedia,Sepsis,2022-07-26,2013
United States of America,US,en.wikipedia,Skin condition,2022-07-26,592
United States of America,US,en.wikipedia,Smallpox,2022-07-26,5798
United States of America,US,en.wikipedia,Tecovirimat,2022-07-26,660
United States of America,US,en.wikipedia,Virus,2022-07-26,945
United States of America,US,en.wikipedia,Wart,2022-07-26,500
United States of America,US,en.wikipedia,World Health Organization,2022-07-26,1405
United States of America,US,en.wikipedia,Zoonosis,2022-07-26,560
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-27,1991
United States of America,US,en.wikipedia,Chickenpox,2022-07-27,1413
United States of America,US,en.wikipedia,Clade,2022-07-27,490
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-27,602
United States of America,US,en.wikipedia,Diarrhea,2022-07-27,556
United States of America,US,en.wikipedia,Encephalitis,2022-07-27,765
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-27,1506
United States of America,US,en.wikipedia,Fever,2022-07-27,457
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-27,548
United States of America,US,en.wikipedia,Index case,2022-07-27,605
United States of America,US,en.wikipedia,Infection,2022-07-27,1561
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-07-27,482
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-27,30703
United States of America,US,en.wikipedia,Myocarditis,2022-07-27,981
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-27,1020
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-27,1115
United States of America,US,en.wikipedia,Scabies,2022-07-27,1459
United States of America,US,en.wikipedia,Sepsis,2022-07-27,2448
United States of America,US,en.wikipedia,Skin condition,2022-07-27,594
United States of America,US,en.wikipedia,Smallpox,2022-07-27,4229
United States of America,US,en.wikipedia,Tecovirimat,2022-07-27,602
United States of America,US,en.wikipedia,Virus,2022-07-27,1012
United States of America,US,en.wikipedia,Wart,2022-07-27,599
United States of America,US,en.wikipedia,World Health Organization,2022-07-27,1445
United States of America,US,en.wikipedia,Zoonosis,2022-07-27,581
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-28,1162
United States of America,US,en.wikipedia,Chickenpox,2022-07-28,1595
United States of America,US,en.wikipedia,Clade,2022-07-28,721
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-28,625
United States of America,US,en.wikipedia,Diarrhea,2022-07-28,611
United States of America,US,en.wikipedia,Encephalitis,2022-07-28,626
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-28,1592
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-28,635
United States of America,US,en.wikipedia,Index case,2022-07-28,775
United States of America,US,en.wikipedia,Infection,2022-07-28,1501
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-28,512
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-28,30980
United States of America,US,en.wikipedia,Myocarditis,2022-07-28,1220
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-28,1000
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-28,1039
United States of America,US,en.wikipedia,Scabies,2022-07-28,1211
United States of America,US,en.wikipedia,Sepsis,2022-07-28,2235
United States of America,US,en.wikipedia,Signs and symptoms,2022-07-28,616
United States of America,US,en.wikipedia,Skin condition,2022-07-28,696
United States of America,US,en.wikipedia,Smallpox,2022-07-28,3835
United States of America,US,en.wikipedia,Tecovirimat,2022-07-28,579
United States of America,US,en.wikipedia,Virus,2022-07-28,1054
United States of America,US,en.wikipedia,Wart,2022-07-28,564
United States of America,US,en.wikipedia,World Health Organization,2022-07-28,1402
United States of America,US,en.wikipedia,Zoonosis,2022-07-28,586
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-29,656
United States of America,US,en.wikipedia,Chickenpox,2022-07-29,1711
United States of America,US,en.wikipedia,Clade,2022-07-29,582
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-29,627
United States of America,US,en.wikipedia,Cowpox,2022-07-29,484
United States of America,US,en.wikipedia,Diarrhea,2022-07-29,672
United States of America,US,en.wikipedia,Encephalitis,2022-07-29,677
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-29,2275
United States of America,US,en.wikipedia,Fatigue,2022-07-29,525
United States of America,US,en.wikipedia,Fever,2022-07-29,530
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-29,797
United States of America,US,en.wikipedia,Immunodeficiency,2022-07-29,574
United States of America,US,en.wikipedia,Index case,2022-07-29,638
United States of America,US,en.wikipedia,Infection,2022-07-29,2724
United States of America,US,en.wikipedia,Itch,2022-07-29,452
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-07-29,481
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-29,627
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-29,39708
United States of America,US,en.wikipedia,Myocarditis,2022-07-29,948
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-29,1019
United States of America,US,en.wikipedia,Poxviridae,2022-07-29,594
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-29,1029
United States of America,US,en.wikipedia,Rubella,2022-07-29,525
United States of America,US,en.wikipedia,Scabies,2022-07-29,1100
United States of America,US,en.wikipedia,Sepsis,2022-07-29,2496
United States of America,US,en.wikipedia,Skin condition,2022-07-29,1108
United States of America,US,en.wikipedia,Smallpox,2022-07-29,5045
United States of America,US,en.wikipedia,Tecovirimat,2022-07-29,683
United States of America,US,en.wikipedia,Virus,2022-07-29,1229
United States of America,US,en.wikipedia,Wart,2022-07-29,640
United States of America,US,en.wikipedia,World Health Organization,2022-07-29,1481
United States of America,US,en.wikipedia,Zoonosis,2022-07-29,676
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-07-30,492
United States of America,US,en.wikipedia,Chickenpox,2022-07-30,1604
United States of America,US,en.wikipedia,Clade,2022-07-30,554
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-30,568
United States of America,US,en.wikipedia,Diarrhea,2022-07-30,470
United States of America,US,en.wikipedia,Encephalitis,2022-07-30,744
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-30,2117
United States of America,US,en.wikipedia,Fatigue,2022-07-30,486
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-30,542
United States of America,US,en.wikipedia,Index case,2022-07-30,767
United States of America,US,en.wikipedia,Infection,2022-07-30,1384
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-30,43509
United States of America,US,en.wikipedia,Myocarditis,2022-07-30,901
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-30,1056
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-30,846
United States of America,US,en.wikipedia,Scabies,2022-07-30,888
United States of America,US,en.wikipedia,Sepsis,2022-07-30,2156
United States of America,US,en.wikipedia,Skin condition,2022-07-30,823
United States of America,US,en.wikipedia,Smallpox,2022-07-30,3982
United States of America,US,en.wikipedia,Tecovirimat,2022-07-30,532
United States of America,US,en.wikipedia,Virus,2022-07-30,1109
United States of America,US,en.wikipedia,Wart,2022-07-30,674
United States of America,US,en.wikipedia,World Health Organization,2022-07-30,1074
United States of America,US,en.wikipedia,Zoonosis,2022-07-30,549
United States of America,US,en.wikipedia,Chickenpox,2022-07-31,1725
United States of America,US,en.wikipedia,Clade,2022-07-31,732
United States of America,US,en.wikipedia,Conjunctivitis,2022-07-31,564
United States of America,US,en.wikipedia,Diarrhea,2022-07-31,512
United States of America,US,en.wikipedia,Encephalitis,2022-07-31,824
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-07-31,2040
United States of America,US,en.wikipedia,Herpes simplex virus,2022-07-31,729
United States of America,US,en.wikipedia,Index case,2022-07-31,745
United States of America,US,en.wikipedia,Infection,2022-07-31,809
United States of America,US,en.wikipedia,Lymphadenopathy,2022-07-31,468
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-07-31,45508
United States of America,US,en.wikipedia,Myocarditis,2022-07-31,942
United States of America,US,en.wikipedia,Orthopoxvirus,2022-07-31,960
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-07-31,909
United States of America,US,en.wikipedia,Scabies,2022-07-31,953
United States of America,US,en.wikipedia,Sepsis,2022-07-31,2191
United States of America,US,en.wikipedia,Signs and symptoms,2022-07-31,609
United States of America,US,en.wikipedia,Skin condition,2022-07-31,513
United States of America,US,en.wikipedia,Smallpox,2022-07-31,3364
United States of America,US,en.wikipedia,Tecovirimat,2022-07-31,534
United States of America,US,en.wikipedia,Virus,2022-07-31,800
United States of America,US,en.wikipedia,Wart,2022-07-31,581
United States of America,US,en.wikipedia,World Health Organization,2022-07-31,1163
United States of America,US,en.wikipedia,Zoonosis,2022-07-31,496
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-01,495
United States of America,US,en.wikipedia,Chickenpox,2022-08-01,1902
United States of America,US,en.wikipedia,Clade,2022-08-01,599
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-01,566
United States of America,US,en.wikipedia,Diarrhea,2022-08-01,598
United States of America,US,en.wikipedia,Encephalitis,2022-08-01,805
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-01,2086
United States of America,US,en.wikipedia,Herpes,2022-08-01,844
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-01,809
United States of America,US,en.wikipedia,Index case,2022-08-01,857
United States of America,US,en.wikipedia,Infection,2022-08-01,1975
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-01,47443
United States of America,US,en.wikipedia,Myocarditis,2022-08-01,932
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-01,1132
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-08-01,813
United States of America,US,en.wikipedia,Scabies,2022-08-01,1062
United States of America,US,en.wikipedia,Sepsis,2022-08-01,2054
United States of America,US,en.wikipedia,Skin condition,2022-08-01,541
United States of America,US,en.wikipedia,Smallpox,2022-08-01,4735
United States of America,US,en.wikipedia,Tecovirimat,2022-08-01,652
United States of America,US,en.wikipedia,Virus,2022-08-01,849
United States of America,US,en.wikipedia,Wart,2022-08-01,590
United States of America,US,en.wikipedia,World Health Organization,2022-08-01,1072
United States of America,US,en.wikipedia,Zoonosis,2022-08-01,497
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-02,894
United States of America,US,en.wikipedia,Chickenpox,2022-08-02,2172
United States of America,US,en.wikipedia,Clade,2022-08-02,506
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-02,597
United States of America,US,en.wikipedia,Cowpox,2022-08-02,574
United States of America,US,en.wikipedia,Diarrhea,2022-08-02,639
United States of America,US,en.wikipedia,Encephalitis,2022-08-02,804
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-02,2927
United States of America,US,en.wikipedia,Herpes,2022-08-02,821
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-02,1022
United States of America,US,en.wikipedia,Index case,2022-08-02,2128
United States of America,US,en.wikipedia,Infection,2022-08-02,1911
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-02,774
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-02,3322
United States of America,US,en.wikipedia,Myocarditis,2022-08-02,909
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-02,1374
United States of America,US,en.wikipedia,Poxviridae,2022-08-02,544
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-08-02,465
United States of America,US,en.wikipedia,Scabies,2022-08-02,1188
United States of America,US,en.wikipedia,Sepsis,2022-08-02,2197
United States of America,US,en.wikipedia,Skin condition,2022-08-02,750
United States of America,US,en.wikipedia,Smallpox,2022-08-02,5281
United States of America,US,en.wikipedia,Tecovirimat,2022-08-02,1269
United States of America,US,en.wikipedia,Virus,2022-08-02,985
United States of America,US,en.wikipedia,Wart,2022-08-02,571
United States of America,US,en.wikipedia,World Health Organization,2022-08-02,1136
United States of America,US,en.wikipedia,Zoonosis,2022-08-02,536
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-03,532
United States of America,US,en.wikipedia,Chickenpox,2022-08-03,1900
United States of America,US,en.wikipedia,Clade,2022-08-03,474
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-03,567
United States of America,US,en.wikipedia,Cowpox,2022-08-03,491
United States of America,US,en.wikipedia,Diarrhea,2022-08-03,507
United States of America,US,en.wikipedia,Encephalitis,2022-08-03,873
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-03,2092
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-03,682
United States of America,US,en.wikipedia,Index case,2022-08-03,2364
United States of America,US,en.wikipedia,Infection,2022-08-03,1378
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-03,514
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-03,2088
United States of America,US,en.wikipedia,Myocarditis,2022-08-03,906
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-03,995
United States of America,US,en.wikipedia,Poxviridae,2022-08-03,458
United States of America,US,en.wikipedia,Scabies,2022-08-03,966
United States of America,US,en.wikipedia,Sepsis,2022-08-03,2225
United States of America,US,en.wikipedia,Signs and symptoms,2022-08-03,582
United States of America,US,en.wikipedia,Smallpox,2022-08-03,4185
United States of America,US,en.wikipedia,Smallpox vaccine,2022-08-03,2969
United States of America,US,en.wikipedia,Tecovirimat,2022-08-03,880
United States of America,US,en.wikipedia,Virus,2022-08-03,828
United States of America,US,en.wikipedia,Wart,2022-08-03,639
United States of America,US,en.wikipedia,World Health Organization,2022-08-03,955
United States of America,US,en.wikipedia,Zoonosis,2022-08-03,467
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-04,683
United States of America,US,en.wikipedia,Chickenpox,2022-08-04,2371
United States of America,US,en.wikipedia,Clade,2022-08-04,578
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-04,676
United States of America,US,en.wikipedia,Cowpox,2022-08-04,482
United States of America,US,en.wikipedia,Diarrhea,2022-08-04,564
United States of America,US,en.wikipedia,Encephalitis,2022-08-04,1177
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-04,3338
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-04,537
United States of America,US,en.wikipedia,Index case,2022-08-04,1904
United States of America,US,en.wikipedia,Infection,2022-08-04,1466
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-04,567
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-04,2806
United States of America,US,en.wikipedia,Myocarditis,2022-08-04,847
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-04,1349
United States of America,US,en.wikipedia,Poxviridae,2022-08-04,524
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-08-04,646
United States of America,US,en.wikipedia,Scabies,2022-08-04,1084
United States of America,US,en.wikipedia,Sepsis,2022-08-04,2268
United States of America,US,en.wikipedia,Skin condition,2022-08-04,749
United States of America,US,en.wikipedia,Smallpox,2022-08-04,5487
United States of America,US,en.wikipedia,Tecovirimat,2022-08-04,921
United States of America,US,en.wikipedia,Viral disease,2022-08-04,459
United States of America,US,en.wikipedia,Virus,2022-08-04,810
United States of America,US,en.wikipedia,Wart,2022-08-04,679
United States of America,US,en.wikipedia,World Health Organization,2022-08-04,855
United States of America,US,en.wikipedia,Zoonosis,2022-08-04,555
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-05,755
United States of America,US,en.wikipedia,Chickenpox,2022-08-05,2665
United States of America,US,en.wikipedia,Clade,2022-08-05,880
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-05,722
United States of America,US,en.wikipedia,Cowpox,2022-08-05,661
United States of America,US,en.wikipedia,Diarrhea,2022-08-05,867
United States of America,US,en.wikipedia,Encephalitis,2022-08-05,1172
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-05,2956
United States of America,US,en.wikipedia,Fatigue,2022-08-05,568
United States of America,US,en.wikipedia,Fever,2022-08-05,702
United States of America,US,en.wikipedia,Fomite,2022-08-05,453
United States of America,US,en.wikipedia,Headache,2022-08-05,578
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-05,845
United States of America,US,en.wikipedia,Herpesviridae,2022-08-05,456
United States of America,US,en.wikipedia,Immunodeficiency,2022-08-05,720
United States of America,US,en.wikipedia,Index case,2022-08-05,1368
United States of America,US,en.wikipedia,Infection,2022-08-05,3009
United States of America,US,en.wikipedia,Itch,2022-08-05,556
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-08-05,460
United States of America,US,en.wikipedia,Lesion,2022-08-05,524
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-05,852
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-05,2831
United States of America,US,en.wikipedia,Myocarditis,2022-08-05,923
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-05,1450
United States of America,US,en.wikipedia,Pain management,2022-08-05,485
United States of America,US,en.wikipedia,Personal protective equipment,2022-08-05,477
United States of America,US,en.wikipedia,Poxviridae,2022-08-05,709
United States of America,US,en.wikipedia,Prognosis,2022-08-05,511
United States of America,US,en.wikipedia,Public Health Emergency of International Concern,2022-08-05,676
United States of America,US,en.wikipedia,Rubella,2022-08-05,456
United States of America,US,en.wikipedia,Scabies,2022-08-05,1163
United States of America,US,en.wikipedia,Sepsis,2022-08-05,2354
United States of America,US,en.wikipedia,Skin condition,2022-08-05,1397
United States of America,US,en.wikipedia,Smallpox,2022-08-05,6792
United States of America,US,en.wikipedia,Tecovirimat,2022-08-05,847
United States of America,US,en.wikipedia,Viral disease,2022-08-05,604
United States of America,US,en.wikipedia,Virus,2022-08-05,1523
United States of America,US,en.wikipedia,Wart,2022-08-05,692
United States of America,US,en.wikipedia,World Health Organization,2022-08-05,1323
United States of America,US,en.wikipedia,Zoonosis,2022-08-05,909
United States of America,US,en.wikipedia,Chickenpox,2022-08-06,1792
United States of America,US,en.wikipedia,Clade,2022-08-06,464
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-06,555
United States of America,US,en.wikipedia,Diarrhea,2022-08-06,600
United States of America,US,en.wikipedia,Encephalitis,2022-08-06,1092
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-06,1135
United States of America,US,en.wikipedia,Fever,2022-08-06,866
United States of America,US,en.wikipedia,Herpes,2022-08-06,1004
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-06,619
United States of America,US,en.wikipedia,Index case,2022-08-06,2524
United States of America,US,en.wikipedia,Infection,2022-08-06,1006
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-06,504
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-06,37780
United States of America,US,en.wikipedia,Myocarditis,2022-08-06,1037
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-06,883
United States of America,US,en.wikipedia,Scabies,2022-08-06,969
United States of America,US,en.wikipedia,Sepsis,2022-08-06,2167
United States of America,US,en.wikipedia,Signs and symptoms,2022-08-06,647
United States of America,US,en.wikipedia,Skin condition,2022-08-06,691
United States of America,US,en.wikipedia,Smallpox,2022-08-06,3909
United States of America,US,en.wikipedia,Tecovirimat,2022-08-06,733
United States of America,US,en.wikipedia,Virus,2022-08-06,888
United States of America,US,en.wikipedia,Wart,2022-08-06,624
United States of America,US,en.wikipedia,World Health Organization,2022-08-06,759
United States of America,US,en.wikipedia,Zoonosis,2022-08-06,457
United States of America,US,en.wikipedia,Chickenpox,2022-08-07,1583
United States of America,US,en.wikipedia,Clade,2022-08-07,485
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-07,580
United States of America,US,en.wikipedia,Diarrhea,2022-08-07,630
United States of America,US,en.wikipedia,Encephalitis,2022-08-07,934
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-07,881
United States of America,US,en.wikipedia,Herpes,2022-08-07,823
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-07,504
United States of America,US,en.wikipedia,Index case,2022-08-07,2820
United States of America,US,en.wikipedia,Infection,2022-08-07,1386
United States of America,US,en.wikipedia,Lymphadenopathy,2022-08-07,476
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-07,27204
United States of America,US,en.wikipedia,Myocarditis,2022-08-07,1312
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-07,587
United States of America,US,en.wikipedia,Rubella,2022-08-07,475
United States of America,US,en.wikipedia,Scabies,2022-08-07,983
United States of America,US,en.wikipedia,Sepsis,2022-08-07,2172
United States of America,US,en.wikipedia,Signs and symptoms,2022-08-07,532
United States of America,US,en.wikipedia,Skin condition,2022-08-07,585
United States of America,US,en.wikipedia,Smallpox,2022-08-07,4518
United States of America,US,en.wikipedia,Smallpox vaccine,2022-08-07,2302
United States of America,US,en.wikipedia,Tecovirimat,2022-08-07,654
United States of America,US,en.wikipedia,Virus,2022-08-07,859
United States of America,US,en.wikipedia,Wart,2022-08-07,527
United States of America,US,en.wikipedia,World Health Organization,2022-08-07,735
United States of America,US,en.wikipedia,2003 Midwest monkeypox outbreak,2022-08-08,507
United States of America,US,en.wikipedia,Chickenpox,2022-08-08,1622
United States of America,US,en.wikipedia,Clade,2022-08-08,464
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-08,648
United States of America,US,en.wikipedia,Diarrhea,2022-08-08,589
United States of America,US,en.wikipedia,Encephalitis,2022-08-08,843
United States of America,US,en.wikipedia,Endemic (epidemiology),2022-08-08,969
United States of America,US,en.wikipedia,Herpes simplex virus,2022-08-08,655
United States of America,US,en.wikipedia,Index case,2022-08-08,649
United States of America,US,en.wikipedia,Infection,2022-08-08,1856
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-08-08,25944
United States of America,US,en.wikipedia,Myocarditis,2022-08-08,1332
United States of America,US,en.wikipedia,Orthopoxvirus,2022-08-08,800
United States of America,US,en.wikipedia,Public health emergency of international concern,2022-08-08,612
United States of America,US,en.wikipedia,Scabies,2022-08-08,1086
United States of America,US,en.wikipedia,Sepsis,2022-08-08,2286
United States of America,US,en.wikipedia,Signs and symptoms,2022-08-08,514
United States of America,US,en.wikipedia,Skin condition,2022-08-08,775
United States of America,US,en.wikipedia,Smallpox,2022-08-08,4458
United States of America,US,en.wikipedia,Smallpox vaccine,2022-08-08,2378
United States of America,US,en.wikipedia,Tecovirimat,2022-08-08,823
United States of America,US,en.wikipedia,Virus,2022-08-08,1132
United States of America,US,en.wikipedia,Wart,2022-08-08,603
United States of America,US,en.wikipedia,World Health Organization,2022-08-08,1046
United States of America,US,en.wikipedia,Chickenpox,2022-08-09,1475
United States of America,US,en.wikipedia,Clade,2022-08-09,472
United States of America,US,en.wikipedia,Conjunctivitis,2022-08-09,565
United States of America,US,en.wikipedia,Diarrhea,2022-08-09,579
